"STID","Seq","RandQuarter","Year","Treatment","RandDate","AgeEnroll","Gender","PhysicalStatus","Language","ZIP","Race","ChildrenInHome","MaritalStatus","KLSexpunge","timeToExpunge","expunge","Recid","total_benefits","total_wages","total_income","Unemployed","local_unemploy","address_change","late_payments","FilingStatus","Dependents","FedAdjGrossIncome","courtRecid","Part","white","Female","Disabled","logIncome","Married","dependent","eYear","pe_wageAvg2","pe_wageAvg1","pe_wageAvgFull","pe_incomeAvg2","pe_incomeAvg1","pe_incomeAvgFull","pe_wageAvg","pe_incomeAvg","wageRatio","incomeRatio","end_date","add_rec","pstudy_employed","LessHighSchool","HighSchool","SomeCollege","College","income_lag","unemploy_lag"
"KSSTID0001",4,"2019Q3",2020,1,"2019-08-30",38,"Female","None","English","66502","White",2,"Divorced",1,199,1,0,0,10416.13,10416.13,0,5.533333333,1,0,0,4,"37,419.00",NA,1,1,1,0,9.25120684550723,0,1,2,6670.295,10981.8625,8826.07875,6670.295,10981.8625,8826.07875,8826.07875,8826.07875,1.18015375740897,1.18015375740897,2021-08-30,0,1,0,0,0,1,8.73074852230738,0
"KSSTID0001",5,"2019Q3",2020,1,"2019-08-30",38,"Female","None","English","66502","White",2,"Divorced",1,199,1,0,0,10699.68,10699.68,0,3.7,0,0,0,4,"37,419.00",NA,1,1,1,0,9.27806256983256,0,1,2,6670.295,10981.8625,8826.07875,6670.295,10981.8625,8826.07875,8826.07875,8826.07875,1.21228014195998,1.21228014195998,2021-08-30,0,1,0,0,0,1,9.25120684550723,0
"KSSTID0001",6,"2019Q3",2021,1,"2019-08-30",38,"Female","None","English","66502","White",2,"Divorced",1,199,1,0,0,10899.15,10899.15,0,3.511111111,0,0,0,1,"46,512.00",NA,1,1,1,0,9.29653182959044,0,1,2,6670.295,10981.8625,8826.07875,6670.295,10981.8625,8826.07875,8826.07875,8826.07875,1.23488021223468,1.23488021223468,2021-08-30,0,1,0,0,0,1,9.27806256983256,0
"KSSTID0001",7,"2019Q3",2021,1,"2019-08-30",38,"Female","None","English","66502","White",2,"Divorced",1,199,1,0,0,18489.2,18489.2,0,3.344444444,0,0,0,1,"46,512.00",NA,1,1,1,0,9.82499614098032,0,1,2,6670.295,10981.8625,8826.07875,6670.295,10981.8625,8826.07875,8826.07875,8826.07875,2.09483741576632,2.09483741576632,2021-08-30,0,1,0,0,0,1,9.29653182959044,0
"KSSTID0002",-8,"2019Q3",2017,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,15968.89,15968.89,0,3,0,0,1,2,"125,302.00",NA,2,1,1,0,9.6784603532705,1,1,-2,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,0.947950445221151,0.947950445221151,2021-09-04,0,1,0,0,0,1,NA,NA
"KSSTID0002",-7,"2019Q3",2017,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,20195.04,20195.04,0,2.483333333,0,0,1,2,"125,302.00",NA,2,1,1,0,9.91324182456706,1,1,-2,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.19882453691264,1.19882453691264,2021-09-04,0,1,0,0,0,1,9.6784603532705,0
"KSSTID0002",-6,"2019Q3",2018,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,15873.29,15873.29,0,2.983333333,0,0,1,2,"144,618.00",NA,2,1,1,0,9.67245609835128,1,1,-2,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,0.942275406908335,0.942275406908335,2021-09-04,0,1,0,0,0,1,9.91324182456706,0
"KSSTID0002",-5,"2019Q3",2018,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,18183.2,18183.2,0,2.816666667,0,0,1,2,"144,618.00",NA,2,1,1,0,9.80830836415205,1,1,-2,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.07939703608361,1.07939703608361,2021-09-04,0,1,0,0,0,1,9.67245609835128,0
"KSSTID0002",-4,"2019Q3",2018,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,14459.43,14459.43,0,2.75,0,0,1,2,"144,618.00",NA,2,1,1,0,9.5791712324767,1,1,-1,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,0.858345389450617,0.858345389450617,2021-09-04,0,1,0,0,0,1,9.80830836415205,0
"KSSTID0002",-3,"2019Q3",2018,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,19832.66,19832.66,0,2.4,0,0,1,2,"144,618.00",NA,2,1,1,0,9.89513577331821,1,1,-1,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.17731281741685,1.17731281741685,2021-09-04,0,1,0,0,0,1,9.5791712324767,0
"KSSTID0002",-2,"2019Q3",2019,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,15121.13,15121.13,0,3,0,0,1,2,"114,018.00",NA,2,1,1,0,9.62391451282773,1,1,-1,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,0.897625440199469,0.897625440199469,2021-09-04,0,1,0,0,0,1,9.89513577331821,0
"KSSTID0002",-1,"2019Q3",2019,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,15131.97,15131.97,0,2.666666667,0,0,1,2,"114,018.00",NA,2,1,1,0,9.62463108626254,1,1,-1,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,0.898268927807324,0.898268927807324,2021-09-04,0,1,0,0,0,1,9.62391451282773,0
"KSSTID0002",0,"2019Q3",2019,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,16989.17,16989.17,0,2.866666667,0,0,1,2,"114,018.00",NA,2,1,1,0,9.74039022050173,1,1,1,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.0085166386291,1.0085166386291,2021-09-04,0,1,0,0,0,1,9.62463108626254,0
"KSSTID0002",1,"2019Q3",2019,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,16621.21,16621.21,0,2.316666667,0,0,1,2,"114,018.00",NA,2,1,1,0,9.71849503189191,1,1,1,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,0.986673677357302,0.986673677357302,2021-09-04,0,1,0,0,0,1,9.74039022050173,0
"KSSTID0002",2,"2019Q3",2020,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,0,0,0,20130.11,20130.11,0,2.983333333,0,0,1,2,"139,623.00",NA,2,1,1,0,9.91002165869333,1,1,1,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.19497014112131,1.19497014112131,2021-09-04,0,1,0,0,0,1,9.71849503189191,0
"KSSTID0002",3,"2019Q3",2020,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,1,0,0,18511.62,18511.62,0,6.433333333,0,0,1,2,"139,623.00",NA,2,1,1,0,9.82620794066173,1,1,1,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.0988928110072,1.0988928110072,2021-09-04,0,1,0,0,0,1,9.91002165869333,0
"KSSTID0002",4,"2019Q3",2020,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,1,0,0,20805.29,20805.29,0,4.483333333,0,0,1,2,"139,623.00",NA,2,1,1,0,9.94301062382074,1,1,2,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.2350503960172,1.2350503960172,2021-09-04,0,1,0,0,0,1,9.82620794066173,0
"KSSTID0002",5,"2019Q3",2020,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,1,0,0,27424.72,27424.72,0,3.15,0,0,1,2,"139,623.00",NA,2,1,1,0,10.2192365382172,1,1,2,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.62799515395656,1.62799515395656,2021-09-04,0,1,0,0,0,1,9.94301062382074,0
"KSSTID0002",6,"2019Q3",2021,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,1,0,0,20412.36,20412.36,0,2.95,0,0,1,2,"131,151.00",NA,2,1,1,0,9.92394486743838,1,1,2,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.21172515747897,1.21172515747897,2021-09-04,0,1,0,0,0,1,10.2192365382172,0
"KSSTID0002",7,"2019Q3",2021,0,"2019-09-04",45,"Female","None","English","67401","White",2,"Married",1,264,1,0,0,23453.18,23453.18,0,2.766666667,0,0,1,2,"131,151.00",NA,2,1,1,0,10.0628040095886,1,1,2,17555.105,16136.2975,16845.70125,17555.105,16136.2975,16845.70125,16845.70125,16845.70125,1.39223530394735,1.39223530394735,2021-09-04,0,1,0,0,0,1,9.92394486743838,0
"KSSTID0003",3,"2019Q3",2020,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,112.5,112.5,0,14.46666667,0,0,0,0,"3,704.00",2024-02-01,3,0,0,1,4.73180283692146,0,0,1,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0.185067518799775,0.185067518799775,2021-09-24,0,1,0,0,1,0,6.31685778045059,0
"KSSTID0003",-7,"2019Q3",2017,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,186.75,186.75,0,3.5,0,0,0,0,"6381",2024-02-01,3,0,0,1,5.23511129064424,0,0,-2,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0.307212081207627,0.307212081207627,2021-09-24,0,1,0,0,1,0,6.0591231955818,0
"KSSTID0003",0,"2019Q3",2019,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,184.5,184.5,0,3.5,0,0,0,0,"2,758.00",2024-02-01,3,0,0,1,5.22305488204749,0,0,1,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0.303510730831632,0.303510730831632,2021-09-24,0,1,0,0,1,0,6.59938058330527,0
"KSSTID0003",-4,"2019Q3",2018,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,3435.7,3435.7,0,3.666666667,0,0,0,0,"3,516.00",2024-02-01,3,0,0,1,8.1422669876169,0,0,-1,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,5.65187977191456,5.65187977191456,2021-09-24,0,1,0,0,1,0,0,1
"KSSTID0003",4,"2019Q3",2020,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,1,0,0,1161.13,1161.13,0,9.1,0,0,0,0,"3,704.00",2024-02-01,3,0,0,1,7.05800980722993,0,0,2,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,1.91011064981318,1.91011064981318,2021-09-24,0,1,0,0,1,0,4.73180283692146,0
"KSSTID0003",-1,"2019Q3",2019,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,733.64,733.64,0,3.233333333,0,0,0,0,"2,758.00",2024-02-01,3,0,0,1,6.59938058330527,0,0,-1,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,1.20687052882015,1.20687052882015,2021-09-24,0,1,0,0,1,0,0,1
"KSSTID0003",2,"2019Q3",2020,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,552.83,552.83,0,3.7,0,0,0,0,"3,704.00",2024-02-01,3,0,0,1,6.31685778045059,0,0,1,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0.909430012605154,0.909430012605154,2021-09-24,0,1,0,0,1,0,7.51753715481794,0
"KSSTID0003",-3,"2019Q3",2018,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,80,80,0,3.133333333,0,0,0,0,"3,516.00",2024-02-01,3,0,0,1,4.39444915467244,0,0,-1,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0.131603568924285,0.131603568924285,2021-09-24,0,1,0,0,1,0,8.1422669876169,0
"KSSTID0003",-8,"2019Q3",2017,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,427,427,0,4.333333333,0,0,0,0,"6381",2024-02-01,3,0,0,1,6.0591231955818,0,0,-2,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0.70243404913337,0.70243404913337,2021-09-24,0,1,0,0,1,0,NA,NA
"KSSTID0003",-2,"2019Q3",2019,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,0,0,1,3.733333333,0,0,0,0,"2,758.00",2024-02-01,3,0,0,1,0,0,0,-1,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0,0,2021-09-24,0,1,0,0,1,0,4.39444915467244,0
"KSSTID0003",-6,"2019Q3",2018,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,0,0,1,4,0,0,0,0,"3,516.00",2024-02-01,3,0,0,1,0,0,0,-2,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0,0,2021-09-24,0,1,0,0,1,0,5.23511129064424,0
"KSSTID0003",5,"2019Q3",2020,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,1,0,0,1981.85,1981.85,0,6.533333333,0,0,0,0,"3,704.00",2024-02-01,3,0,0,1,7.59229048269352,0,0,2,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,3.26023166340742,3.26023166340742,2021-09-24,0,1,0,0,1,0,7.05800980722993,0
"KSSTID0003",1,"2019Q3",2019,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,1839.03,1839.03,0,2.966666667,0,0,0,0,"2,758.00",2024-02-01,3,0,0,1,7.51753715481794,0,0,1,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,3.02528639198534,3.02528639198534,2021-09-24,0,1,0,0,1,0,5.22305488204749,0
"KSSTID0003",7,"2019Q3",2021,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,1,0,0,1296.5,1296.5,0,5.066666667,0,0,0,0,"18,451.00",2024-02-01,3,0,0,1,7.16819461504004,0,0,2,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,2.13280033887919,2.13280033887919,2021-09-24,0,1,0,0,1,0,6.91224518425499,0
"KSSTID0003",6,"2019Q3",2021,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,1,0,0,1003.5,1003.5,0,5.7,0,0,0,0,"18,451.00",2024-02-01,3,0,0,1,6.91224518425499,0,0,2,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,1.650802267694,1.650802267694,2021-09-24,0,1,0,0,1,0,7.59229048269352,0
"KSSTID0003",-5,"2019Q3",2018,1,"2019-09-24",23,"Male","Physical Disabilities","English","67216","Asian",0,"Single",1,317,0,0,0,0,0,1,3.566666667,0,0,0,0,"3,516.00",2024-02-01,3,0,0,1,0,0,0,-2,153.4375,1062.335,607.88625,153.4375,1062.335,607.88625,607.88625,607.88625,0,0,2021-09-24,0,1,0,0,1,0,0,1
"KSSTID0004",-8,"2019Q3",2017,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,6154.09,6154.09,0,4.333333333,0,0,0,1,"28,063.00",NA,4,1,1,0,8.72503466076998,0,1,-2,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,0.890120408214184,0.890120408214184,2021-09-24,0,NA,0,0,0,0,NA,NA
"KSSTID0004",-7,"2019Q3",2017,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,7507.75,7507.75,0,3.5,0,0,0,1,"28,063.00",NA,4,1,1,0,8.92382428616437,0,1,-2,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,1.08591221362867,1.08591221362867,2021-09-24,0,NA,0,0,0,0,8.72503466076998,0
"KSSTID0004",-6,"2019Q3",2018,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,6210.12,6210.12,0,4,0,0,0,1,"24,463.00",NA,4,1,1,0,8.73409651293296,0,1,-2,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,0.898224522140409,0.898224522140409,2021-09-24,0,NA,0,0,0,0,8.92382428616437,0
"KSSTID0004",-5,"2019Q3",2018,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,7500.87,7500.87,0,3.566666667,0,0,0,1,"24,463.00",NA,4,1,1,0,8.92290760177934,0,1,-2,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,1.08491709844372,1.08491709844372,2021-09-24,0,NA,0,0,0,0,8.73409651293296,0
"KSSTID0004",-4,"2019Q3",2018,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,6361.01,6361.01,0,3.666666667,0,0,0,1,"24,463.00",NA,4,1,1,0,8.75809964414061,0,1,-1,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,0.920049075956722,0.920049075956722,2021-09-24,0,NA,0,0,0,0,8.92290760177934,0
"KSSTID0004",-3,"2019Q3",2018,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,7646.81,7646.81,0,3.133333333,0,0,0,1,"24,463.00",NA,4,1,1,0,8.94217461132641,0,1,-1,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,1.10602569002668,1.10602569002668,2021-09-24,0,NA,0,0,0,0,8.75809964414061,0
"KSSTID0004",-2,"2019Q3",2019,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,6349.43,6349.43,0,3.733333333,0,0,0,1,"25,199.00",NA,4,1,1,0,8.75627780612951,0,1,-1,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,0.91837415824718,0.91837415824718,2021-09-24,0,NA,0,0,0,0,8.94217461132641,0
"KSSTID0004",-1,"2019Q3",2019,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,7580.1,7580.1,0,3.233333333,0,0,0,1,"25,199.00",NA,4,1,1,0,8.93341358684122,0,1,-1,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,1.09637683334243,1.09637683334243,2021-09-24,0,NA,0,0,0,0,8.75627780612951,0
"KSSTID0004",0,"2019Q3",2019,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,6867.93,6867.93,0,3.5,0,0,0,1,"25,199.00",NA,4,1,1,0,8.83476362345006,0,1,1,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,0.993369394205551,0.993369394205551,2021-09-24,0,NA,0,0,0,0,8.93341358684122,0
"KSSTID0004",1,"2019Q3",2019,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,8218.71,8218.71,0,2.966666667,0,0,0,1,"25,199.00",NA,4,1,1,0,9.01429020762253,0,1,1,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,1.18874463977517,1.18874463977517,2021-09-24,0,NA,0,0,0,0,8.83476362345006,0
"KSSTID0004",2,"2019Q3",2020,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,7774.81,7774.81,0,3.7,0,0,0,1,"29,598.00",NA,4,1,1,0,8.95877291168538,0,1,1,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,1.12453946090937,1.12453946090937,2021-09-24,0,NA,0,0,0,0,9.01429020762253,0
"KSSTID0004",3,"2019Q3",2020,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,2847,6733.6,9580.6,0,14.46666667,0,0,0,1,"29,598.00",NA,4,1,1,0,9.1675998716333,0,1,1,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,0.973940059497185,1.38572682280188,2021-09-24,0,NA,0,0,0,0,8.95877291168538,0
"KSSTID0004",4,"2019Q3",2020,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,7295.68,7295.68,0,9.1,0,0,0,1,"29,598.00",NA,4,1,1,0,8.89517472916554,0,1,2,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,1.05523865588577,1.05523865588577,2021-09-24,0,NA,0,0,0,0,9.1675998716333,0
"KSSTID0004",5,"2019Q3",2020,0,"2019-09-24",42,"Female","No Disabilities","English","67037","White",1,"Widowed",1,1590,0,0,0,8658.56,8658.56,0,6.533333333,0,0,0,1,"29,598.00",NA,4,1,1,0,9.06641919195161,0,1,2,6843.2075,6984.3375,6913.7725,6843.2075,6984.3375,6913.7725,6913.7725,6913.7725,1.25236403135915,1.25236403135915,2021-09-24,0,NA,0,0,0,0,8.89517472916554,0
