"stid","seq","job_apply","treatment","expunge","white","female","age_enroll","income","income_lag","full_time_lag","unemploy_lag","job_deter","local_unemploy","ps_income","ps_employed","ps_job_apply","married","dependent","year"
"KSSTID0011",4,1,0,0,1,1,29,0,0,0,1,0,3.7,0,1,1,1,1,2020
"KSSTID0011",5,1,0,0,1,1,29,0,0,0,1,1,3.666666667,0,1,1,0,1,2021
"KSSTID0011",6,0,0,0,1,1,29,0,0,0,1,1,3.3,0,1,1,0,1,2021
"KSSTID0012",1,1,0,0,0,0,39,8.64897730844343,8.18536973246441,0,0,1,4.266666667,3587.07,1,1,1,1,2020
"KSSTID0012",2,0,0,0,0,0,39,8.68413711616587,8.64897730844343,1,0,1,8.483333333,3587.07,1,1,1,1,2020
"KSSTID0012",3,0,0,0,0,0,39,8.64825654092638,8.68413711616587,0,0,0,5.45,3587.07,1,1,1,1,2020
"KSSTID0012",4,0,0,0,0,0,39,8.72235198211295,8.64825654092638,1,0,1,3.9,3587.07,1,1,1,1,2020
"KSSTID0012",5,0,0,0,0,0,39,8.62245370207373,8.72235198211295,1,0,1,3.85,3587.07,1,1,1,1,2021
"KSSTID0012",6,0,0,0,0,0,39,8.75854437320501,8.62245370207373,1,0,1,3.716666667,3587.07,1,1,1,1,2021
"KSSTID0013",1,0,0,0,1,1,38,5.48604097263099,8.03346703753197,0,0,0,3.833333333,3081.41,1,0,1,1,2020
"KSSTID0013",2,0,0,0,1,1,38,8.04715756165849,5.48604097263099,1,1,1,7.6,3081.41,1,0,1,1,2020
"KSSTID0013",3,1,0,1,1,1,38,8.50205924883152,8.04715756165849,1,1,1,5.066666667,3081.41,1,0,1,1,2020
"KSSTID0013",4,1,0,1,1,1,38,0,8.50205924883152,1,1,1,3.766666667,3081.41,1,0,1,0,2021
"KSSTID0013",5,1,0,1,1,1,38,0,0,1,1,0,3.233333333,3081.41,1,0,1,0,2021
"KSSTID0013",6,0,0,1,1,1,38,0,0,1,1,,3.2,3081.41,1,0,1,0,2021
"KSSTID0014",1,1,1,0,1,0,26,8.24286034030685,8.52006306937418,1,0,1,2.983333333,5013.37,1,1,0,0,2020
"KSSTID0014",2,1,1,1,1,0,26,9.32356323650579,8.24286034030685,0,0,1,6.433333333,5013.37,1,1,0,0,2020
"KSSTID0014",3,1,1,1,1,0,26,5.56975713148676,9.32356323650579,0,1,0,4.483333333,5013.37,1,1,0,0,2020
"KSSTID0014",4,1,1,1,1,0,26,6.8387909785156,5.56975713148676,0,1,0,3.15,5013.37,1,1,0,0,2020
"KSSTID0014",5,0,1,1,1,0,26,8.66628021540726,6.8387909785156,1,0,0,2.95,5013.37,1,1,0,0,2021
"KSSTID0014",6,0,1,1,1,0,26,9.22907281899053,8.66628021540726,1,0,0,2.933333333,5013.37,1,1,0,0,2021
"KSSTID0015",1,1,0,0,1,0,44,0,0,0,1,0,2.566666667,0,1,1,1,1,2020
"KSSTID0015",2,1,0,0,1,0,44,0,0,0,1,1,5.2,0,1,1,1,1,2020
"KSSTID0015",3,1,0,0,1,0,44,0,0,0,1,0,3.8,0,1,1,1,1,2020
"KSSTID0015",4,1,0,0,1,0,44,0,0,0,1,0,2.866666667,0,1,1,1,1,2020
"KSSTID0015",5,1,0,0,1,0,44,0,0,0,1,0,2.733333333,0,1,1,1,1,2021
"KSSTID0015",6,1,0,0,1,0,44,0,0,0,1,0,2.733333333,0,1,1,1,1,2021
"KSSTID0016",1,1,1,1,1,0,28,7.90579925472828,7.72500769016294,0,0,1,3.7,2263.27,1,1,0,0,2020
"KSSTID0016",1,1,1,1,1,0,28,7.90579925472828,7.72500769016294,0,0,1,3.7,2263.27,1,1,0,0,2020
"KSSTID0016",2,0,1,1,1,0,28,7.75488026728497,7.90579925472828,0,0,1,14.46666667,2263.27,1,1,0,0,2020
"KSSTID0016",2,0,1,1,1,0,28,7.75488026728497,7.75488026728497,1,0,1,14.46666667,2263.27,1,1,0,0,2020
"KSSTID0016",3,0,1,1,1,0,28,8.26149287345267,7.75488026728497,1,0,1,9.1,2263.27,1,1,0,0,2020
"KSSTID0016",3,0,1,1,1,0,28,8.26149287345267,8.26149287345267,0,0,1,9.1,2263.27,1,1,0,0,2020
"KSSTID0016",4,0,1,1,1,0,28,7.94742756772787,8.26149287345267,0,0,0,6.533333333,2263.27,1,1,0,0,2020
"KSSTID0016",4,0,1,1,1,0,28,7.94742756772787,7.94742756772787,0,0,0,6.533333333,2263.27,1,1,0,0,2020
"KSSTID0016",5,0,1,1,1,0,28,8.19504389008221,7.94742756772787,0,0,0,5.7,2263.27,1,1,0,0,2021
"KSSTID0016",5,0,1,1,1,0,28,8.19504389008221,8.19504389008221,0,0,0,5.7,2263.27,1,1,0,0,2021
"KSSTID0016",6,0,1,1,1,0,28,8.55841766493096,8.55841766493096,0,0,0,4.633333333,2263.27,1,1,0,0,2021
"KSSTID0016",6,0,1,1,1,0,28,8.55841766493096,8.19504389008221,0,0,0,4.633333333,2263.27,1,1,0,0,2021
"KSSTID0017",1,0,1,0,1,0,50,9.90792120933807,9.68073954798298,1,0,1,3.366666667,16005.33,1,0,1,0,2020
"KSSTID0017",2,0,1,0,1,0,50,9.64084720701177,9.90792120933807,1,0,1,11.16666667,16005.33,1,0,1,0,2020
"KSSTID0017",3,0,1,0,1,0,50,9.88628093816063,9.64084720701177,1,0,1,6.633333333,16005.33,1,0,1,0,2020
"KSSTID0017",4,0,1,0,1,0,50,9.73114167280878,9.88628093816063,1,0,1,4.8,16005.33,1,0,1,0,2020
"KSSTID0017",5,0,1,0,1,0,50,9.54717539992352,9.73114167280878,1,0,1,4.366666667,16005.33,1,0,1,0,2021
"KSSTID0017",6,1,1,0,1,0,50,9.62737364345465,9.54717539992352,1,0,1,3.666666667,16005.33,1,0,1,0,2021
"KSSTID0018",1,0,1,0,1,1,44,0,0,0,1,1,3.7,0,1,0,1,1,2020
"KSSTID0018",2,0,1,0,1,1,44,0,0,0,1,0,14.46666667,0,1,0,1,1,2020
"KSSTID0018",3,0,1,1,1,1,44,0,0,0,1,0,9.1,0,1,0,1,1,2020
"KSSTID0018",4,0,1,1,1,1,44,5.17048399503815,0,0,1,0,5.7,0,1,0,1,1,2021
"KSSTID0018",5,1,1,1,1,1,44,7.9067313774749,5.17048399503815,0,0,0,5.066666667,0,1,0,1,1,2021
"KSSTID0018",6,0,1,1,1,1,44,8.79964209469297,7.9067313774749,0,0,0,4.633333333,0,1,0,1,1,2021
"KSSTID0019",1,1,1,0,1,0,27,4.28165366052709,5.20636653780013,0,0,1,3.7,181.43,1,1,0,0,2020
"KSSTID0019",2,1,1,0,1,0,27,6.50669545335288,4.28165366052709,0,0,1,9.933333333,181.43,1,1,0,0,2020
"KSSTID0019",3,0,1,1,1,0,27,5.70178047198553,6.50669545335288,0,0,0,6.1,181.43,1,1,0,0,2020
"KSSTID0019",4,0,1,1,1,0,27,0,5.70178047198553,0,0,0,4.066666667,181.43,1,1,0,0,2021
"KSSTID0019",5,0,1,1,1,0,27,0,0,0,1,0,3.533333333,181.43,1,1,0,0,2021
"KSSTID0019",6,1,1,1,1,0,27,6.48912894059615,0,0,1,0,3.533333333,181.43,1,1,0,0,2021
"KSSTID0020",1,0,0,0,1,0,58,9.07759495610528,9.242155849311,1,0,1,3.7,10322.27,1,0,0,0,2020
"KSSTID0020",2,0,0,0,1,0,58,9.38061802458757,9.07759495610528,1,0,1,14.46666667,10322.27,1,0,0,0,2020
"KSSTID0020",3,0,0,0,1,0,58,8.91403724479213,9.38061802458757,1,0,1,9.1,10322.27,1,0,0,0,2020
"KSSTID0020",4,1,0,1,1,0,58,9.09484646426606,8.91403724479213,1,0,0,5.7,10322.27,1,0,0,0,2021
"KSSTID0020",5,,0,1,1,0,58,9.2149019521318,9.09484646426606,1,0,,5.066666667,10322.27,1,0,0,0,2021
"KSSTID0020",6,,0,1,1,0,58,9.22907380043196,9.2149019521318,1,0,,4.633333333,10322.27,1,0,0,0,2021
"KSSTID0021",1,0,1,0,1,0,53,0,0,0,1,1,3.7,0,1,0,1,0,2020
"KSSTID0021",2,0,1,0,1,0,53,0,0,0,1,0,14.46666667,0,1,0,1,0,2020
"KSSTID0021",3,0,1,0,1,0,53,0,0,0,1,0,9.1,0,1,0,1,0,2020
"KSSTID0021",4,0,1,0,1,0,53,0,0,0,1,0,5.7,0,1,0,1,0,2021
"KSSTID0021",5,0,1,0,1,0,53,0,0,0,1,0,5.066666667,0,1,0,1,0,2021
"KSSTID0021",6,0,1,0,1,0,53,0,0,0,1,0,4.633333333,0,1,0,1,0,2021
"KSSTID0022",1,1,1,0,1,0,37,0,0,0,1,0,3.9,0,1,1,0,0,2020
"KSSTID0022",2,,1,0,1,0,37,0,0,0,1,,9.833333333,0,1,1,0,0,2020
"KSSTID0022",3,,1,0,1,0,37,0,0,0,1,,5.966666667,0,1,1,0,0,2020
"KSSTID0022",4,,1,1,1,0,37,0,0,0,1,,4.266666667,0,1,1,0,0,2021
"KSSTID0022",5,,1,1,1,0,37,0,0,0,1,,3.833333333,0,1,1,0,0,2021
"KSSTID0022",6,,1,1,1,0,37,0,0,0,1,,3.766666667,0,1,1,0,0,2021
"KSSTID0023",1,0,0,0,1,0,29,8.7156702098,8.19671791835798,1,0,1,3.533333333,3628.02,1,0,0,0,2020
"KSSTID0023",2,1,0,1,1,0,29,8.10212007385625,8.7156702098,0,0,0,7.866666667,3628.02,1,0,0,0,2020
"KSSTID0023",3,0,0,1,1,0,29,8.87926076893449,8.10212007385625,0,0,0,5.666666667,3628.02,1,0,0,0,2020
"KSSTID0023",4,1,0,1,1,0,29,8.63288337191159,8.87926076893449,1,0,0,5.033333333,3628.02,1,0,0,0,2021
"KSSTID0023",5,,0,1,1,0,29,7.62916916525039,8.63288337191159,1,0,,4.483333333,3628.02,1,0,0,0,2021
"KSSTID0023",6,,0,1,1,0,29,8.55948610360649,7.62916916525039,0,0,,4.15,3628.02,1,0,0,0,2021
"KSSTID0024",1,1,1,1,1,0,39,9.90908237230296,9.39463248594641,1,0,1,3.366666667,12022.67,1,1,1,1,2020
"KSSTID0024",2,1,1,1,1,0,39,9.91188717671446,9.90908237230296,1,0,1,6.633333333,12022.67,1,1,1,1,2020
"KSSTID0024",3,0,1,1,1,0,39,10.1516198677055,9.91188717671446,1,0,1,4.8,12022.67,1,1,1,1,2020
"KSSTID0024",4,1,1,1,1,0,39,9.77754557303433,10.1516198677055,1,0,0,4.366666667,12022.67,1,1,1,1,2021
"KSSTID0024",5,0,1,1,1,0,39,9.79912320720251,9.77754557303433,1,0,0,3.9,12022.67,1,1,1,1,2021
"KSSTID0024",6,0,1,1,1,0,39,9.9950730771436,9.79912320720251,1,0,0,3.666666667,12022.67,1,1,1,1,2021
"KSSTID0025",1,0,0,0,1,1,47,9.65929910262617,9.61090415485658,1,0,0,3.7,14925.66,1,0,0,1,2020
"KSSTID0025",2,0,0,0,1,1,47,9.62610799049917,9.65929910262617,1,0,0,9.1,14925.66,1,0,0,1,2020
"KSSTID0025",3,1,0,0,1,1,47,9.19653349419641,9.62610799049917,1,0,0,6.533333333,14925.66,1,0,0,1,2020
"KSSTID0025",4,0,0,0,1,1,47,9.26661483969529,9.19653349419641,1,0,1,5.7,14925.66,1,0,0,1,2021
"KSSTID0025",5,1,0,0,1,1,47,8.84740012768302,9.26661483969529,1,0,0,5.066666667,14925.66,1,0,0,1,2021
"KSSTID0025",6,1,0,0,1,1,47,9.73252127978031,8.84740012768302,1,0,1,4.633333333,14925.66,1,0,0,1,2021
"KSSTID0026",1,0,1,0,1,0,56,0,0,0,1,0,3.7,0,1,0,0,0,2020
"KSSTID0026",2,0,1,1,1,0,56,0,0,0,1,1,9.1,0,1,0,0,0,2020
"KSSTID0026",3,0,1,1,1,0,56,0,0,0,1,0,6.533333333,0,1,0,0,0,2020
"KSSTID0026",4,0,1,1,1,0,56,0,0,0,1,1,5.7,0,1,0,1,0,2021
"KSSTID0026",5,0,1,1,1,0,56,0,0,0,1,0,5.066666667,0,1,0,1,0,2021
"KSSTID0026",6,0,1,1,1,0,56,0,0,0,1,0,4.633333333,0,1,0,1,0,2021
"KSSTID0027",1,0,0,0,1,1,33,0,0,0,1,0,3.883333333,0,1,0,1,1,2020
"KSSTID0027",2,,0,0,1,1,33,0,0,0,1,,5.1,0,1,0,1,1,2020
"KSSTID0027",3,1,0,0,1,1,33,0,0,0,1,1,3.7,0,1,0,1,1,2020
"KSSTID0027",4,1,0,0,1,1,33,6.86797440897029,0,1,1,1,3.666666667,0,1,0,0,1,2021
"KSSTID0027",5,1,0,0,1,1,33,0,6.86797440897029,0,0,1,3.2,0,1,0,0,1,2021
"KSSTID0027",6,,0,0,1,1,33,0,0,0,1,,3.3,0,1,0,0,1,2021
"KSSTID0028",1,0,0,0,1,1,26,7.05080745477188,6.22975283574864,0,0,0,3.366666667,506.63,1,0,0,1,2020
"KSSTID0028",2,1,0,0,1,1,26,7.55678859442293,7.05080745477188,0,0,0,6.633333333,506.63,1,0,0,1,2020
"KSSTID0028",3,1,0,0,1,1,26,7.61590436611043,7.55678859442293,0,0,0,4.8,506.63,1,0,0,1,2020
"KSSTID0028",4,1,0,0,1,1,26,7.69324916167178,7.61590436611043,0,0,,4.366666667,506.63,1,0,0,1,2021
"KSSTID0028",5,0,0,0,1,1,26,6.61279343987746,7.69324916167178,0,0,0,3.9,506.63,1,0,0,1,2021
"KSSTID0028",6,0,0,0,1,1,26,0,6.61279343987746,0,0,0,3.666666667,506.63,1,0,0,1,2021
"KSSTID0029",1,0,1,0,1,1,42,9.27296299645529,8.8496201139193,1,0,1,4.733333333,6970.74,1,0,0,1,2020
"KSSTID0029",2,1,1,1,1,1,42,9.49551931420985,9.27296299645529,0,0,1,6,6970.74,1,0,0,1,2020
"KSSTID0029",3,0,1,1,1,1,42,9.59885597875063,9.49551931420985,1,0,0,4.066666667,6970.74,1,0,0,1,2020
"KSSTID0029",4,1,1,1,1,1,42,10.0274302451612,9.59885597875063,0,0,0,4.2,6970.74,1,0,0,1,2021
"KSSTID0029",5,0,1,1,1,1,42,10.1462945057688,10.0274302451612,0,0,0,3.7,6970.74,1,0,0,1,2021
"KSSTID0029",6,1,1,1,1,1,42,9.54987434526588,10.1462945057688,1,0,0,3.666666667,6970.74,1,0,0,1,2021
"KSSTID0030",1,0,1,0,0,1,33,9.01595918932962,9.38670086353862,1,0,0,14.46666667,11927.68,1,0,0,1,2020
"KSSTID0030",2,0,1,1,0,1,33,9.31256206668554,9.01595918932962,1,0,0,9.1,11927.68,1,0,0,1,2020
"KSSTID0030",3,0,1,1,0,1,33,9.35504659297544,9.31256206668554,1,0,0,6.533333333,11927.68,1,0,0,1,2020
"KSSTID0030",4,0,1,1,0,1,33,8.7767489001963,9.35504659297544,1,0,0,5.7,11927.68,1,0,0,1,2021
"KSSTID0030",5,0,1,1,0,1,33,9.16559088327114,8.7767489001963,1,0,0,5.066666667,11927.68,1,0,0,1,2021
"KSSTID0030",6,0,1,1,0,1,33,9.18441930514478,9.16559088327114,1,0,0,4.633333333,11927.68,1,0,0,1,2021
"KSSTID0031",1,0,0,0,1,0,71,0,0,0,1,1,9.933333333,0,1,0,1,0,2020
"KSSTID0031",2,0,0,0,1,0,71,0,0,0,1,1,6.1,0,1,0,1,0,2020
"KSSTID0031",3,0,0,0,1,0,71,0,0,0,1,,4.366666667,0,1,0,1,0,2020
"KSSTID0031",4,0,0,0,1,0,71,0,0,0,1,1,4.066666667,0,1,0,1,0,2021
"KSSTID0031",5,0,0,0,1,0,71,0,0,0,1,1,3.533333333,0,1,0,1,0,2021
"KSSTID0031",6,0,0,0,1,0,71,0,0,0,1,1,3.533333333,0,1,0,1,0,2021
"KSSTID0032",1,,1,0,1,0,56,0,0,0,1,,9.933333333,0,1,0,0,0,2020
"KSSTID0032",2,1,1,0,1,0,56,0,0,0,1,1,6.1,0,1,0,0,0,2020
"KSSTID0032",3,0,1,0,1,0,56,0,0,0,1,1,4.366666667,0,1,0,0,0,2020
"KSSTID0032",4,0,1,1,1,0,56,0,0,0,1,1,4.066666667,0,1,0,0,0,2021
"KSSTID0032",5,0,1,1,1,0,56,0,0,0,1,1,3.533333333,0,1,0,0,0,2021
"KSSTID0032",6,0,1,1,1,0,56,0,0,0,1,1,3.533333333,0,1,1,0,0,2021
"KSSTID0033",1,0,0,1,1,1,43,8.9074377186019,8.8739203339926,1,0,1,5.383333333,7142.23,1,0,0,1,2020
"KSSTID0033",2,1,0,1,1,1,43,8.34934242585074,8.9074377186019,1,0,1,4.516666667,7142.23,1,0,0,1,2020
"KSSTID0033",3,1,0,1,1,1,43,8.19832312364162,8.34934242585074,0,0,1,3.383333333,7142.23,1,0,0,1,2020
"KSSTID0033",4,1,0,1,1,1,43,8.16794772330438,8.19832312364162,0,0,1,3.233333333,7142.23,1,0,0,1,2021
"KSSTID0033",5,1,0,1,1,1,43,8.36347775019225,8.16794772330438,1,0,1,2.833333333,7142.23,1,0,0,1,2021
"KSSTID0033",6,0,0,1,1,1,43,8.2685523288285,8.36347775019225,0,0,1,2.966666667,7142.23,1,0,0,1,2021
"KSSTID0034",1,0,0,0,1,0,47,0,0,0,1,0,9.633333333,0,1,0,1,0,2020
"KSSTID0034",2,0,0,0,1,0,47,0,0,0,1,1,6.2,0,1,0,1,0,2020
"KSSTID0034",3,0,0,0,1,0,47,0,0,0,1,0,4.033333333,0,1,0,1,0,2020
"KSSTID0034",4,0,0,0,1,0,47,0,0,0,1,0,3.8,0,1,0,1,0,2021
"KSSTID0034",5,0,0,0,1,0,47,0,0,0,1,0,3.4,0,1,0,1,0,2021
"KSSTID0034",6,0,0,0,1,0,47,0,0,0,1,1,3.333333333,0,1,0,1,0,2021
"KSSTID0035",1,0,0,0,1,0,42,10.0777571961745,9.55512298159309,1,0,1,14.46666667,14115.83,1,0,1,1,2020
"KSSTID0035",2,0,0,0,1,0,42,9.95853524036037,10.0777571961745,1,0,1,9.1,14115.83,1,0,1,1,2020
"KSSTID0035",3,0,0,0,1,0,42,9.86174899226446,9.95853524036037,1,0,0,6.533333333,14115.83,1,0,1,1,2020
"KSSTID0035",4,0,0,0,1,0,42,9.95923346927157,9.86174899226446,1,0,0,5.7,14115.83,1,0,1,1,2021
"KSSTID0035",5,0,0,0,1,0,42,9.87699777601363,9.95923346927157,1,0,0,5.066666667,14115.83,1,0,1,1,2021
"KSSTID0035",6,0,0,0,1,0,42,9.68639254683317,9.87699777601363,1,0,0,4.633333333,14115.83,1,0,1,1,2021
"KSSTID0036",1,1,0,0,0,1,63,0,0,0,1,1,10.33333333,0,1,1,0,0,2020
"KSSTID0036",2,1,0,0,0,1,63,0,0,0,1,1,6.766666667,0,1,1,0,0,2020
"KSSTID0036",3,1,0,0,0,1,63,0,0,0,1,0,5.05,0,1,1,0,0,2020
"KSSTID0036",4,1,0,0,0,1,63,0,0,0,1,0,4.583333333,0,1,1,0,0,2021
"KSSTID0036",5,1,0,0,0,1,63,0,0,0,1,0,4.033333333,0,1,1,0,0,2021
"KSSTID0036",6,1,0,0,0,1,63,0,0,0,1,0,3.7,0,1,1,0,0,2021
"KSSTID0037",1,0,1,0,0,1,34,9.04025880000373,9.08904015829436,1,0,0,14.46666667,8856.68,1,0,0,1,2020
"KSSTID0037",2,0,1,1,0,1,34,9.15254493174859,9.04025880000373,1,0,0,9.1,8856.68,1,0,0,1,2020
"KSSTID0037",3,0,1,1,0,1,34,9.2198024648487,9.15254493174859,1,0,0,6.533333333,8856.68,1,0,0,1,2020
"KSSTID0037",4,0,1,1,0,1,34,9.21168346961661,9.2198024648487,1,0,0,5.7,8856.68,1,0,0,1,2021
"KSSTID0037",5,,1,1,0,1,34,9.06173827027933,9.21168346961661,1,0,,5.066666667,8856.68,1,0,0,1,2021
