"stid","seq","house_sat","treatment","expunge","white","female","age_enroll","income","income_lag","house_num","house_size","move_attempt","unemployed","unemploy_lag","ps_employed","local_unemploy","married","dependent","year"
"KSSTID0078",1,2,0,0,1,0,38,0,6.91195644172669,0,1,0,1,0,1,5.633333333,1,1,2020
"KSSTID0078",2,1,0,0,1,0,38,0,0,3,5,0,1,1,1,3.733333333,1,1,2020
"KSSTID0078",3,1,0,0,1,0,38,0,0,3,1,0,1,1,1,3.833333333,1,1,2021
"KSSTID0078",4,2,0,0,1,0,38,8.17704942296326,0,3,5,0,0,1,1,3.033333333,1,1,2021
"KSSTID0078",5,2,0,0,1,0,38,8.90547144810158,8.17704942296326,4,5,0,0,0,1,2.066666667,1,1,2021
"KSSTID0078",6,1,0,0,1,0,38,8.69216110969807,8.90547144810158,4,5,0,0,0,1,2.066666667,1,1,2022
"KSSTID0079",1,3,1,0,1,0,42,7.66558003351136,5.29831736654804,0,1,0,0,0,1,9.1,0,0,2020
"KSSTID0079",2,2,1,0,1,0,42,7.6663062312424,7.66558003351136,0,1,0,0,0,1,6.533333333,0,0,2020
"KSSTID0079",3,2,1,0,1,0,42,0,7.6663062312424,0,1,0,1,0,1,5.7,1,0,2021
"KSSTID0079",4,2,1,0,1,0,42,0,0,0,1,0,1,1,1,4.633333333,1,0,2021
"KSSTID0079",5,2,1,0,1,0,42,0,0,0,1,0,1,1,1,3.066666667,1,0,2021
"KSSTID0079",6,3,1,0,1,0,42,0,0,0,1,0,1,1,1,3.366666667,1,0,2022
"KSSTID0080",1,1,1,0,1,0,30,8.07121853996986,8.77825352921765,2,2,1,0,0,0,9.1,1,1,2020
"KSSTID0080",2,1,1,0,1,0,30,8.90361138660417,8.07121853996986,6,6,1,0,0,0,6.533333333,1,1,2020
"KSSTID0080",3,2,1,1,1,0,30,9.33214641558447,8.90361138660417,6,6,0,0,0,0,5.7,1,1,2021
"KSSTID0080",4,2,1,1,1,0,30,7.94832170131727,9.33214641558447,0,1,0,0,0,0,4.633333333,1,1,2021
"KSSTID0080",5,2,1,1,1,0,30,7.16155217893444,7.94832170131727,6,5,0,0,0,0,3.066666667,1,1,2021
"KSSTID0080",6,2,1,1,1,0,30,8.4570418325932,7.16155217893444,6,6,0,0,0,0,3.366666667,1,1,2022
"KSSTID0081",1,3,1,0,0,1,32,0,4.20454335452018,3,4,0,1,0,1,6.1,0,1,2020
"KSSTID0081",2,2,1,0,0,1,32,0,0,6,3,,1,1,1,4.366666667,0,1,2020
"KSSTID0081",3,,1,1,0,1,32,0,0,1,2,,1,1,1,4.066666667,0,1,2021
"KSSTID0081",4,,1,1,0,1,32,0,0,4,2,,1,1,1,3.533333333,0,1,2021
"KSSTID0081",5,,1,1,0,1,32,0,0,1,1,,1,1,1,2.4,1,1,2021
"KSSTID0081",6,,1,1,0,1,32,0,0,4,5,,1,1,1,3.066666667,1,1,2022
"KSSTID0082",1,4,0,0,1,0,52,0,0,1,3,0,1,1,1,5.1,1,0,2020
"KSSTID0082",2,4,0,0,1,0,52,0,0,2,3,0,1,1,1,3.7,1,0,2020
"KSSTID0082",3,4,0,0,1,0,52,0,0,2,6,,1,1,1,3.666666667,1,0,2021
"KSSTID0082",4,,0,0,1,0,52,0,0,3,4,,1,1,1,3.3,1,0,2021
"KSSTID0082",5,4,0,0,1,0,52,0,0,1,5,,1,1,1,2.216666667,1,0,2021
"KSSTID0082",6,4,0,0,1,0,52,0,0,1,3,0,1,1,1,3,1,0,2022
"KSSTID0083",1,3,1,0,0,1,29,8.73420115847045,8.80370658122441,4,4,0,0,0,1,9.1,0,1,2020
"KSSTID0083",2,3,1,0,0,1,29,8.82101530974104,8.73420115847045,3,3,0,0,0,1,6.533333333,0,1,2020
"KSSTID0083",3,3,1,1,0,1,29,8.90691502190844,8.82101530974104,4,4,1,0,0,1,5.7,0,1,2021
"KSSTID0083",4,4,1,1,0,1,29,8.90486357504149,8.90691502190844,3,3,0,0,0,1,4.633333333,0,1,2021
"KSSTID0083",5,3,1,1,0,1,29,9.15966057357201,8.90486357504149,3,6,,0,0,1,3.066666667,0,1,2021
"KSSTID0083",6,4,1,1,0,1,29,9.43867044997769,9.15966057357201,4,6,0,0,0,1,3.366666667,1,1,2022
"KSSTID0084",1,1,0,0,0,1,37,6.25396341790025,3.68637632389582,1,1,1,0,0,1,9.1,0,1,2020
"KSSTID0084",2,2,0,0,0,1,37,0,6.25396341790025,1,2,0,1,0,1,6.533333333,0,1,2020
"KSSTID0084",3,,0,0,0,1,37,0,0,3,2,1,1,1,1,5.7,0,1,2021
"KSSTID0084",4,1,0,0,0,1,37,0,0,3,2,,1,1,1,4.633333333,1,1,2021
"KSSTID0084",5,1,0,0,0,1,37,0,0,3,2,1,1,1,1,3.066666667,0,1,2021
"KSSTID0084",6,1,0,0,0,1,37,0,0,3,2,1,1,1,1,3.366666667,1,1,2022
"KSSTID0085",1,,0,0,1,0,63,0,0,4,5,0,1,1,1,9.1,1,1,2020
"KSSTID0085",2,4,0,0,1,0,63,0,0,2,3,0,1,1,1,6.533333333,1,1,2020
"KSSTID0085",3,,0,0,1,0,63,0,0,2,3,0,1,1,1,5.7,1,1,2021
"KSSTID0085",4,2,0,0,1,0,63,0,0,2,3,0,1,1,1,4.633333333,1,1,2021
"KSSTID0085",5,2,0,0,1,0,63,0,0,2,3,0,1,1,1,3.066666667,1,1,2021
"KSSTID0085",6,2,0,0,1,0,63,0,0,0,2,0,1,1,1,3.366666667,1,0,2022
"KSSTID0086",1,3,0,0,0,1,32,0,7.21192566893872,0,1,0,1,0,1,9.1,0,1,2020
"KSSTID0086",2,3,0,0,0,1,32,4.69993476243251,0,2,2,0,0,1,1,6.533333333,0,1,2020
"KSSTID0086",3,2,0,0,0,1,32,0,4.69993476243251,2,2,0,1,0,1,5.7,0,1,2021
"KSSTID0086",4,1,0,0,0,1,32,8.01407115203528,0,0,1,1,0,1,1,4.633333333,0,1,2021
"KSSTID0086",5,,0,0,0,1,32,7.41614995037625,8.01407115203528,2,4,,0,0,1,3.066666667,0,1,2021
"KSSTID0086",6,1,0,0,0,1,32,0,7.41614995037625,2,4,0,1,0,1,3.366666667,0,1,2022
"KSSTID0087",1,1,0,0,0,1,32,8.72215973739461,9.09925013946332,1,2,,0,0,1,9.1,0,1,2020
"KSSTID0087",2,,0,0,0,1,32,0,8.72215973739461,0,2,,1,0,1,6.533333333,0,1,2020
"KSSTID0087",3,,0,0,0,1,32,0,0,3,3,,1,1,1,5.7,0,1,2021
"KSSTID0087",4,,0,0,0,1,32,7.21789087376575,0,3,4,,0,1,1,4.633333333,0,1,2021
"KSSTID0087",5,4,0,0,0,1,32,8.96425567336041,7.21789087376575,6,3,1,0,0,1,3.066666667,0,1,2021
"KSSTID0087",6,1,0,0,0,1,32,9.50039313212596,8.96425567336041,6,3,,0,0,1,3.366666667,0,1,2022
"KSSTID0088",1,1,1,0,0,1,30,0,0,1,2,1,1,1,1,5.166666667,0,1,2020
"KSSTID0088",2,3,1,0,0,1,30,0,0,1,2,0,1,1,1,3.133333333,0,1,2020
"KSSTID0088",3,1,1,0,0,1,30,0,0,1,3,0,1,1,1,3.2,0,1,2021
"KSSTID0088",4,2,1,0,0,1,30,0,0,2,2,1,1,1,1,3,0,1,2021
"KSSTID0088",5,1,1,0,0,1,30,0,0,0,1,1,1,1,1,1.866666667,0,1,2021
"KSSTID0088",6,1,1,0,0,1,30,0,0,0,1,1,1,1,1,2.366666667,0,1,2022
"KSSTID0089",1,3,1,0,1,1,49,0,4.54297558239497,0,1,0,1,0,1,4.4,0,0,2020
"KSSTID0089",2,,1,1,1,1,49,0,0,0,1,0,1,1,1,2.975,0,0,2021
"KSSTID0089",3,2,1,1,1,1,49,0,0,0,1,0,1,1,1,2.641666667,0,0,2021
"KSSTID0089",4,1,1,1,1,1,49,0,0,0,1,0,1,1,1,2.791666667,0,0,2021
"KSSTID0089",5,1,1,1,1,1,49,0,0,0,1,0,1,1,1,1.825,0,0,2021
"KSSTID0089",6,2,1,1,1,1,49,0,0,0,3,0,1,1,1,2.325,0,0,2022
"KSSTID0090",1,3,1,0,0,0,28,0,0,3,2,0,1,1,0,6.033333333,0,1,2020
"KSSTID0090",2,,1,0,0,0,28,0,0,3,2,0,1,1,0,4.066666667,0,1,2021
"KSSTID0090",3,3,1,0,0,0,28,0,0,3,2,0,1,1,0,3.766666667,0,1,2021
"KSSTID0090",4,4,1,1,0,0,28,0,0,3,2,0,1,1,0,3.983333333,0,1,2021
"KSSTID0090",5,4,1,1,0,0,28,0,0,3,2,0,1,1,0,2.6,0,1,2021
"KSSTID0090",6,3,1,1,0,0,28,6.57075690397439,0,3,2,0,0,1,0,2.933333333,1,1,2022
"KSSTID0091",1,3,0,0,1,1,41,8.51729318641657,8.46201023683587,2,3,0,0,0,1,7.25,0,1,2020
"KSSTID0091",2,,0,0,1,1,41,8.40344201687322,8.51729318641657,3,3,0,0,0,1,4.55,0,0,2021
"KSSTID0091",3,3,0,0,1,1,41,8.903557026222,8.40344201687322,3,4,0,0,0,1,4.15,1,0,2021
"KSSTID0091",4,2,0,0,1,1,41,8.23186301774768,8.903557026222,2,5,0,0,0,1,3.983333333,0,0,2021
"KSSTID0091",5,3,0,0,1,1,41,0,8.23186301774768,4,4,0,1,0,1,2.55,1,0,2021
"KSSTID0091",6,3,0,0,1,1,41,5.90380750717743,0,2,6,0,0,1,1,2.916666667,1,0,2022
"KSSTID0092",1,2,1,0,1,0,38,8.81596356085344,8.96269918906157,1,4,0,1,0,0,9.1,1,0,2020
"KSSTID0092",2,,1,0,1,0,38,8.50532301884575,8.81596356085344,1,5,0,1,1,0,5.7,1,0,2021
"KSSTID0092",3,2,1,0,1,0,38,9.74102744483773,8.50532301884575,1,4,0,1,1,0,5.066666667,0,0,2021
"KSSTID0092",4,2,1,1,1,0,38,8.71948076085107,9.74102744483773,1,5,0,1,1,0,4.633333333,0,0,2021
"KSSTID0092",5,1,1,1,1,0,38,0,8.71948076085107,1,4,0,1,1,0,3.066666667,0,0,2021
"KSSTID0092",6,2,1,1,1,0,38,0,0,0,1,0,1,1,0,3.366666667,1,0,2022
"KSSTID0093",1,4,1,0,1,0,50,8.75542238014849,9.45083963776705,2,3,0,1,0,0,5.444444444,0,1,2020
"KSSTID0093",1,4,1,0,1,0,50,8.75542238014849,9.45083963776705,2,3,0,1,0,0,5.444444444,0,1,2020
"KSSTID0093",2,2,1,1,1,0,50,8.75542238014849,8.75542238014849,1,3,,1,1,0,4.788888889,0,1,2021
"KSSTID0093",2,2,1,1,1,0,50,8.75542238014849,8.75542238014849,1,3,,1,1,0,4.788888889,1,0,2021
"KSSTID0093",3,,1,1,1,0,50,9.17419492533983,9.17419492533983,1,4,,1,1,0,4.355555556,0,1,2021
"KSSTID0093",3,,1,1,1,0,50,9.17419492533983,8.75542238014849,6,4,,1,1,0,4.355555556,0,0,2021
"KSSTID0093",4,,1,1,1,0,50,8.79558222906846,9.17419492533983,2,1,,1,1,0,4.088888889,0,0,2021
"KSSTID0093",4,,1,1,1,0,50,8.79558222906846,8.79558222906846,5,4,,1,1,0,4.088888889,1,1,2021
"KSSTID0093",5,,1,1,1,0,50,0,8.79558222906846,2,5,,1,1,0,2.722222222,1,0,2021
"KSSTID0093",5,,1,1,1,0,50,0,0,3,3,,1,1,0,2.722222222,1,1,2021
"KSSTID0093",6,,1,1,1,0,50,0,0,1,6,,1,1,0,3.1,1,0,2022
"KSSTID0093",6,,1,1,1,0,50,0,0,1,4,,1,1,0,3.1,1,1,2022
"KSSTID0094",1,1,1,0,0,0,37,8.80843940476518,8.28194669403428,2,2,0,0,0,0,3.566666667,0,0,2020
"KSSTID0094",2,1,1,0,0,0,37,8.35015819747993,8.80843940476518,2,1,0,0,0,0,3.333333333,0,1,2021
"KSSTID0094",3,1,1,0,0,0,37,8.81762365669018,8.35015819747993,0,1,0,0,0,0,3.033333333,0,1,2021
"KSSTID0094",4,1,1,0,0,0,37,9.00413997139219,8.81762365669018,2,1,0,0,0,0,3.033333333,1,1,2021
"KSSTID0094",5,1,1,0,0,0,37,9.45196018115133,9.00413997139219,2,2,0,0,0,0,1.933333333,1,1,2021
"KSSTID0094",6,1,1,0,0,0,37,9.40265351289779,9.45196018115133,0,1,0,0,0,0,2.333333333,1,1,2022
"KSSTID0095",1,3,1,0,1,1,24,9.05436235692174,8.61966313338836,6,4,1,0,0,0,4.766666667,0,1,2020
"KSSTID0095",2,2,1,1,1,1,24,8.71109246702025,9.05436235692174,4,2,1,0,0,0,4.833333333,0,1,2021
"KSSTID0095",3,3,1,1,1,1,24,9.1484351805804,8.71109246702025,5,3,1,0,0,0,4.583333333,0,1,2021
"KSSTID0095",4,3,1,1,1,1,24,9.14186022616581,9.1484351805804,3,2,1,0,0,0,4.283333333,0,1,2021
"KSSTID0095",5,2,1,1,1,1,24,9.2278452634589,9.14186022616581,2,2,0,0,0,0,2.8,0,1,2021
"KSSTID0095",6,3,1,1,1,1,24,9.21791461484004,9.2278452634589,2,2,0,0,0,0,3.566666667,0,1,2022
"KSSTID0096",1,4,0,0,1,0,36,8.61631247101633,7.98896366112171,1,2,0,0,0,0,4.033333333,0,0,2020
"KSSTID0096",2,4,0,0,1,0,36,8.33485563449428,8.61631247101633,1,3,1,0,0,0,3.8,0,0,2021
"KSSTID0096",3,3,0,0,1,0,36,8.53793851149282,8.33485563449428,1,3,0,0,0,0,3.4,0,0,2021
"KSSTID0096",4,4,0,0,1,0,36,8.52794320243997,8.53793851149282,3,4,,0,0,0,3.333333333,0,0,2021
"KSSTID0096",5,,0,0,1,0,36,8.33616280070848,8.52794320243997,1,2,,0,0,0,2,0,0,2021
"KSSTID0096",6,,0,0,1,0,36,8.3568835842734,8.33616280070848,0,1,,0,0,0,2.466666667,0,0,2022
"KSSTID0097",1,2,0,0,1,1,42,6.50839648930573,3.46072336097618,3,6,0,0,0,0,2.766666667,0,1,2020
"KSSTID0097",2,1,0,0,1,1,42,6.94055155339722,6.50839648930573,0,1,1,0,0,0,2.866666667,0,1,2021
"KSSTID0097",3,1,0,0,1,1,42,7.55321843337638,6.94055155339722,2,5,0,0,0,0,2.733333333,0,1,2021
"KSSTID0097",4,2,0,0,1,1,42,7.95427746466696,7.55321843337638,6,5,,0,0,0,2.966666667,0,1,2021
"KSSTID0097",5,,0,0,1,1,42,8.43972450144824,7.95427746466696,3,6,,0,0,0,1.866666667,0,1,2021
"KSSTID0097",6,,0,0,1,1,42,8.42176980520431,8.43972450144824,3,3,,0,0,0,2.433333333,1,1,2022
"KSSTID0098",1,2,1,1,0,1,25,9.48926748133799,8.83441561933748,3,3,0,0,0,1,2.344444444,0,1,2020
"KSSTID0098",2,1,1,1,0,1,25,9.39562918876337,9.48926748133799,4,3,1,0,0,1,2.222222222,0,1,2021
"KSSTID0098",3,1,1,1,0,1,25,9.27633314767282,9.39562918876337,1,1,1,0,0,1,2.188888889,0,1,2021
"KSSTID0098",4,1,1,1,0,1,25,9.06392635352065,9.27633314767282,3,3,1,0,0,1,2.633333333,0,1,2021
"KSSTID0098",5,1,1,1,0,1,25,5.91030872014697,9.06392635352065,4,3,1,0,0,1,1.666666667,0,1,2021
"KSSTID0098",6,1,1,1,0,1,25,6.21660610108486,5.91030872014697,6,1,1,0,0,1,2.255555556,0,1,2022
"KSSTID0099",1,3,0,0,1,0,44,9.0388542987266,8.86617260053754,0,1,0,0,0,1,6.533333333,0,0,2020
"KSSTID0099",2,2,0,0,1,0,44,8.83250307673543,9.0388542987266,0,2,0,0,0,1,5.7,0,0,2021
"KSSTID0099",3,3,0,0,1,0,44,8.95343965511384,8.83250307673543,0,2,0,0,0,1,5.066666667,0,0,2021
"KSSTID0099",4,3,0,0,1,0,44,8.97400139267197,8.95343965511384,0,2,0,0,0,1,4.633333333,0,0,2021
"KSSTID0099",5,3,0,0,1,0,44,9.02902231151132,8.97400139267197,0,2,0,0,0,1,3.066666667,0,0,2021
"KSSTID0099",6,2,0,0,1,0,44,9.03943341999748,9.02902231151132,0,2,0,0,0,1,3.366666667,0,0,2022
"KSSTID0100",1,2,0,0,1,0,58,0,0,2,3,0,1,1,1,3.15,1,1,2020
"KSSTID0100",2,2,0,0,1,0,58,0,0,2,3,1,1,1,1,2.95,1,1,2021
"KSSTID0100",3,,0,0,1,0,58,0,0,2,2,,1,1,1,2.766666667,1,1,2021
"KSSTID0100",4,1,0,0,1,0,58,0,0,1,2,,1,1,1,2.933333333,1,1,2021
"KSSTID0100",5,,0,0,1,0,58,0,0,2,6,,1,1,1,1.833333333,1,1,2021
"KSSTID0100",6,,0,0,1,0,58,0,0,4,6,,1,1,1,2.183333333,1,1,2022
"KSSTID0101",1,1,1,0,0,1,53,0,0,4,2,0,1,1,1,6.533333333,1,1,2020
"KSSTID0101",2,1,1,1,0,1,53,0,0,5,2,0,1,1,1,5.7,0,0,2021
"KSSTID0101",3,1,1,1,0,1,53,0,0,4,3,0,1,1,1,5.066666667,0,0,2021
"KSSTID0101",4,2,1,1,0,1,53,0,0,4,3,1,1,1,1,4.633333333,0,0,2021
"KSSTID0101",5,2,1,1,0,1,53,7.72356247227797,0,5,2,0,0,1,1,3.066666667,0,0,2021
"KSSTID0101",6,2,1,1,0,1,53,7.58375630070711,7.72356247227797,6,3,0,0,0,1,3.366666667,0,1,2022
"KSSTID0102",1,4,0,0,1,1,50,9.09840383717782,8.58084944847329,0,4,1,0,0,0,4.366666667,1,0,2020
"KSSTID0102",2,3,0,0,1,1,50,8.97720961412891,9.09840383717782,0,3,0,0,0,0,4.066666667,0,0,2021
"KSSTID0102",3,3,0,0,1,1,50,8.89778483724838,8.97720961412891,0,4,0,0,0,0,3.533333333,0,0,2021
"KSSTID0102",4,3,0,0,1,1,50,8.94823117497622,8.89778483724838,1,4,0,0,0,0,3.533333333,0,0,2021
"KSSTID0102",5,3,0,0,1,1,50,8.89745535673772,8.94823117497622,1,3,1,0,0,0,2.4,0,0,2021
"KSSTID0102",6,3,0,0,1,1,50,8.96774765589055,8.89745535673772,0,5,1,0,0,0,3.066666667,1,0,2022
"KSSTID0103",1,3,0,0,1,1,32,0,0,6,5,0,1,1,1,3.066666667,1,1,2020
"KSSTID0103",2,3,0,0,1,1,32,0,0,5,6,0,1,1,1,2.933333333,1,1,2021
"KSSTID0103",3,3,0,0,1,1,32,0,0,5,6,0,1,1,1,2.8,1,1,2021
"KSSTID0103",4,2,0,0,1,1,32,8.4153730678344,0,5,5,0,0,1,1,3,1,1,2021
"KSSTID0103",5,2,0,0,1,1,32,8.88782942146276,8.4153730678344,5,5,1,0,0,1,1.733333333,1,1,2021
"KSSTID0103",6,4,0,0,1,1,32,9.04052429470251,8.88782942146276,4,3,0,0,0,1,2.166666667,1,1,2022
"KSSTID0104",1,3,1,0,1,1,58,9.10150493688417,9.07778450337334,1,3,0,0,0,1,3.15,0,0,2020
"KSSTID0104",2,3,1,1,1,1,58,9.16187780414121,9.10150493688417,1,4,0,0,0,1,2.95,0,0,2021
"KSSTID0104",3,3,1,1,1,1,58,9.10337857495138,9.16187780414121,1,4,0,0,0,1,2.766666667,0,0,2021
"KSSTID0104",4,3,1,1,1,1,58,9.16395291898305,9.10337857495138,1,5,,0,0,1,2.933333333,0,0,2021
"KSSTID0104",5,,1,1,1,1,58,9.2963951248802,9.16395291898305,4,2,,0,0,1,1.833333333,0,0,2021
"KSSTID0104",6,,1,1,1,1,58,9.7776794016092,9.2963951248802,2,2,,0,0,1,2.183333333,0,0,2022
"KSSTID0105",1,4,0,0,0,1,34,8.30646969096173,8.65015642266765,2,3,0,0,0,0,6.533333333,0,1,2020
"KSSTID0105",2,3,0,0,0,1,34,8.52090230414503,8.30646969096173,2,3,0,0,0,0,5.7,0,1,2021
"KSSTID0105",3,4,0,0,0,1,34,8.35293156783825,8.52090230414503,1,3,0,0,0,0,5.066666667,0,1,2021
"KSSTID0105",4,4,0,0,0,1,34,8.65768530193635,8.35293156783825,1,3,0,0,0,0,4.633333333,0,1,2021
"KSSTID0105",5,3,0,0,0,1,34,8.02386689078203,8.65768530193635,2,3,0,0,0,0,3.066666667,0,1,2021
"KSSTID0105",6,3,0,0,0,1,34,7.15705768450209,8.02386689078203,1,3,0,0,0,0,3.366666667,0,1,2022
"KSSTID0106",1,3,0,0,1,0,52,9.11227760728361,8.86505178530247,1,4,0,0,0,1,6.533333333,0,0,2020
"KSSTID0106",2,3,0,0,1,0,52,9.24256261440105,9.11227760728361,0,1,0,0,0,1,5.7,0,0,2021
"KSSTID0106",3,4,0,0,1,0,52,8.99562619346443,9.24256261440105,0,1,0,0,0,1,5.066666667,0,0,2021
"KSSTID0106",4,3,0,0,1,0,52,9.09798321458307,8.99562619346443,0,1,0,0,0,1,4.633333333,0,0,2021
"KSSTID0106",5,3,0,0,1,0,52,9.07391909336499,9.09798321458307,0,1,0,0,0,1,3.066666667,0,0,2021
"KSSTID0106",6,3,0,0,1,0,52,8.92282495230372,9.07391909336499,0,1,0,0,0,1,3.366666667,1,0,2022
"KSSTID0107",1,3,0,0,1,0,27,8.74195463323949,9.24914369034007,1,3,0,0,0,0,4.2,0,0,2020
"KSSTID0107",2,3,0,0,1,0,27,8.61141914729854,8.74195463323949,1,3,0,0,0,0,3.908333333,0,0,2021
"KSSTID0107",3,3,0,0,1,0,27,8.73358922937715,8.61141914729854,1,3,0,0,0,0,3.608333333,0,0,2021
"KSSTID0107",4,,0,0,1,0,27,8.88196824074469,8.73358922937715,1,3,,0,0,0,3.758333333,0,0,2021
"KSSTID0107",5,,0,0,1,0,27,8.90181048621156,8.88196824074469,1,3,,0,0,0,2.433333333,0,0,2021
"KSSTID0107",6,,0,0,1,0,27,8.77067504690664,8.90181048621156,1,2,1,0,0,0,2.866666667,0,0,2022
"KSSTID0108",1,3,0,0,0,0,33,0,4.85802786728569,1,2,0,1,0,1,4.366666667,0,0,2020
"KSSTID0108",2,3,0,0,0,0,33,0,0,1,2,0,1,1,1,4.066666667,0,0,2021
"KSSTID0108",3,2,0,0,0,0,33,7.15381816424,0,4,2,1,0,1,1,3.533333333,0,0,2021
"KSSTID0108",4,2,0,0,0,0,33,7.28645195480959,7.15381816424,0,1,0,0,0,1,3.533333333,0,0,2021
"KSSTID0108",5,2,0,0,0,0,33,8.67678163122041,7.28645195480959,2,2,1,0,0,1,2.4,0,0,2021
"KSSTID0108",6,2,0,0,0,0,33,5.30126302383661,8.67678163122041,3,2,0,0,0,1,3.066666667,0,0,2022
"KSSTID0109",1,3,0,0,0,0,34,6.34078249459315,9.58175840057863,3,3,1,0,0,0,3.85,0,0,2020
"KSSTID0109",2,4,0,0,0,0,34,8.56647466344562,6.34078249459315,0,1,0,0,0,0,3.7,1,1,2021
"KSSTID0109",3,,0,0,0,0,34,8.81957075426662,8.56647466344562,1,3,,0,0,0,2.933333333,1,1,2021
"KSSTID0109",4,,0,0,0,0,34,9.12519634131874,8.81957075426662,3,3,1,0,0,0,2.983333333,1,1,2021
"KSSTID0109",5,,0,0,0,0,34,9.42487497238475,9.12519634131874,2,3,0,0,0,0,1.966666667,1,1,2021
"KSSTID0109",6,3,0,0,0,0,34,9.27270841432793,9.42487497238475,2,5,0,0,0,0,2.433333333,0,0,2022
"KSSTID0110",1,1,1,0,1,0,31,8.39383320845834,8.3381335089213,1,4,0,1,0,0,3.133333333,0,0,2020
"KSSTID0110",2,1,1,1,1,0,31,7.96315730682437,8.39383320845834,1,4,1,0,1,0,3.2,0,0,2021
"KSSTID0110",3,1,1,1,1,0,31,8.901916671505,7.96315730682437,0,1,1,0,0,0,2.8,0,0,2021
"KSSTID0110",4,1,1,1,1,0,31,6.91963444151221,8.901916671505,0,1,0,0,0,0,3,0,0,2021
"KSSTID0110",5,1,1,1,1,0,31,9.07229595381154,6.91963444151221,0,1,1,0,0,0,1.866666667,0,0,2021
"KSSTID0110",6,1,1,1,1,0,31,8.09845437615249,9.07229595381154,0,1,1,0,0,0,2.366666667,1,0,2022
"KSSTID0111",1,3,0,0,0,0,40,8.9842464726624,9.08673894224634,1,2,,0,0,0,6.533333333,0,1,2020
"KSSTID0111",2,,0,0,0,0,40,8.77629058701224,8.9842464726624,1,4,,0,0,0,5.7,1,1,2021
"KSSTID0111",3,,0,0,0,0,40,8.21669602191761,8.77629058701224,1,4,,0,0,0,5.066666667,1,1,2021
"KSSTID0111",4,,0,0,0,0,40,6.84268328223842,8.21669602191761,1,2,,0,0,0,4.633333333,1,1,2021
"KSSTID0111",5,1,0,0,0,0,40,0,6.84268328223842,3,5,0,1,0,0,3.066666667,1,1,2021
"KSSTID0111",6,1,0,0,0,0,40,0,0,2,6,0,1,1,0,3.366666667,1,1,2022
"KSSTID0112",1,3,0,0,1,1,41,8.45979922042312,8.35576778145504,2,2,0,0,0,1,4.033333333,0,0,2020
"KSSTID0112",2,3,0,0,1,1,41,8.4250888673606,8.45979922042312,1,3,1,0,0,1,3.75,1,1,2021
"KSSTID0112",3,,0,0,1,1,41,8.44412990415841,8.4250888673606,0,1,,0,0,1,3.45,1,1,2021
"KSSTID0112",4,,0,0,1,1,41,8.40685363421125,8.44412990415841,0,3,,0,0,1,3.533333333,1,1,2021
"KSSTID0112",5,,0,0,1,1,41,8.31235114127194,8.40685363421125,4,3,,0,0,1,2.8,1,1,2022
"KSSTID0112",6,,0,0,1,1,41,8.40659677007421,8.31235114127194,1,3,,0,0,1,2.616666667,1,1,2022
"KSSTID0113",1,1,1,0,0,1,37,0,4.0936776732344,6,4,1,1,0,1,3.7,1,1,2020
"KSSTID0113",2,1,1,1,0,1,37,0,0,4,4,0,1,1,1,3.666666667,0,1,2021
"KSSTID0113",3,1,1,1,0,1,37,0,0,4,4,0,1,1,1,3.2,0,1,2021
"KSSTID0113",4,1,1,1,0,1,37,8.15308497474546,0,6,5,0,0,1,1,3.3,0,1,2021
"KSSTID0113",5,1,1,1,0,1,37,7.81020263191558,8.15308497474546,6,4,0,0,0,1,3,0,1,2022
"KSSTID0113",6,2,1,1,0,1,37,0,7.81020263191558,3,2,1,1,0,1,2.666666667,1,1,2022
"KSSTID0114",1,2,1,0,0,0,36,7.80016307039296,8.3669282855146,2,3,0,1,0,0,3.566666667,1,0,2020
"KSSTID0114",2,2,1,0,0,0,36,0,7.80016307039296,2,3,0,1,1,0,3.333333333,1,0,2021
"KSSTID0114",3,3,1,0,0,0,36,0,0,2,4,1,1,1,0,3.033333333,1,0,2021
"KSSTID0114",4,3,1,1,0,0,36,0,0,3,3,1,1,1,0,3.033333333,1,0,2021
"KSSTID0114",5,4,1,1,0,0,36,0,0,1,3,0,1,1,0,2.333333333,1,0,2022
"KSSTID0114",6,4,1,1,0,0,36,0,0,3,3,0,1,1,0,2.2,1,0,2022
"KSSTID0115",1,,1,0,0,0,43,6.9879241325451,7.71963615429,1,1,0,0,0,1,6.533333333,0,0,2020
"KSSTID0115",2,3,1,0,0,0,43,7.87016594646984,6.9879241325451,2,1,0,0,0,1,5.7,0,0,2021
"KSSTID0115",3,3,1,0,0,0,43,8.59930944012459,7.87016594646984,0,2,1,0,0,1,5.066666667,0,0,2021
"KSSTID0115",4,3,1,1,0,0,43,8.5725805934958,8.59930944012459,0,2,1,0,0,1,4.633333333,0,0,2021
"KSSTID0115",5,3,1,1,0,0,43,8.3922941469185,8.5725805934958,0,2,0,0,0,1,3.366666667,0,0,2022
"KSSTID0115",6,1,1,1,0,0,43,8.08104823292681,8.3922941469185,0,2,1,0,0,1,2.966666667,0,0,2022
"KSSTID0116",1,4,1,0,1,0,42,0,0,5,4,0,1,1,1,3.566666667,1,1,2020
"KSSTID0116",2,4,1,0,1,0,42,0,0,4,6,0,1,1,1,3.333333333,1,1,2021
"KSSTID0116",3,4,1,0,1,0,42,0,0,4,6,0,1,1,1,3.033333333,1,1,2021
