"stid","seq","m_rent","treatment","expunge","white","female","age_enroll","total_income","income","income_lag","ps_income","ps_employed","ps_m_rent","full_time","full_time_lag","unemploy_lag","local_unemploy","married","dependent","year"
"KSSTID0166",6,1,1,1,1,1,50,7625.87,8.93943281730939,8.36759048718501,9.07009966501155,1,0,1,1,0,2.65,1,0,2022
"KSSTID0167",1,0,0,0,1,1,60,4357.55,8.37989471222247,8.10494513101124,8.10494513101124,1,0,1,0,0,3.133333333,0,0,2021
"KSSTID0167",2,1,0,0,1,1,60,4596.88,8.43335060667895,8.37989471222247,8.10494513101124,1,0,1,1,0,3.266666667,0,0,2021
"KSSTID0167",3,1,0,0,1,1,60,10895.48,9.29619508028243,8.43335060667895,8.10494513101124,1,0,0,1,0,2.166666667,0,0,2021
"KSSTID0167",4,0,0,0,1,1,60,8223.13,9.01482779496301,9.29619508028243,8.10494513101124,1,0,1,0,0,2.366666667,0,0,2022
"KSSTID0167",5,0,0,0,1,1,60,3580.75,8.18360678677348,9.01482779496301,8.10494513101124,1,0,0,1,0,2.533333333,1,0,2022
"KSSTID0167",6,1,0,0,1,1,60,6101.79,8.71650132264558,8.18360678677348,8.10494513101124,1,0,1,1,0,3,1,0,2022
"KSSTID0168",1,0,0,0,1,1,41,0,0,0,0,1,0,0,0,1,2.95,1,0,2021
"KSSTID0168",2,0,0,0,1,1,41,3538.08,8.17162208534569,0,0,1,0,1,0,1,2.933333333,1,0,2021
"KSSTID0168",3,0,0,0,1,1,41,4226.99,8.34948198180285,8.17162208534569,0,1,0,0,1,0,1.833333333,1,0,2021
"KSSTID0168",4,0,0,0,1,1,41,2077.8,7.63954608313429,8.34948198180285,0,1,0,0,0,0,2.183333333,1,0,2022
"KSSTID0168",5,0,0,0,1,1,41,4354.01,8.37908218549522,7.63954608313429,0,1,0,0,0,0,2.216666667,1,0,2022
"KSSTID0168",6,0,0,0,1,1,41,3129.55,8.04896398694729,8.37908218549522,0,1,0,0,0,0,2.883333333,1,0,2022
"KSSTID0169",1,0,1,0,1,0,41,4325,8.372398606513,8.78262658743133,8.78262658743133,0,0,1,1,0,3.4,1,1,2021
"KSSTID0169",2,0,1,1,1,0,41,1042.71,6.95053695207741,8.372398606513,8.78262658743133,0,0,1,1,0,3.333333333,1,1,2021
"KSSTID0169",3,0,1,1,1,0,41,15603.06,9.65528641578706,6.95053695207741,8.78262658743133,0,0,1,1,0,2.466666667,1,1,2022
"KSSTID0169",4,0,1,1,1,0,41,9321.07,9.14013998602271,9.65528641578706,8.78262658743133,0,0,1,1,0,2.4,1,1,2022
"KSSTID0169",5,0,1,1,1,0,41,12240.16,9.41255932281764,9.14013998602271,8.78262658743133,0,0,1,1,0,2.9,1,1,2022
"KSSTID0169",6,0,1,1,1,0,41,10654.09,9.27379299123566,9.41255932281764,8.78262658743133,0,0,1,1,0,2.333333333,1,1,2022
"KSSTID0170",1,1,1,0,1,0,37,0,0,8.28048302838006,8.28048302838006,1,1,0,0,0,2.766666667,1,1,2021
"KSSTID0170",2,1,1,0,1,0,37,0,0,0,8.28048302838006,1,1,0,0,1,2.933333333,1,1,2021
"KSSTID0170",3,1,1,1,1,0,37,0,0,0,8.28048302838006,1,1,0,0,1,2.183333333,1,1,2022
"KSSTID0170",4,1,1,1,1,0,37,0,0,0,8.28048302838006,1,1,0,0,1,2.216666667,1,1,2022
"KSSTID0170",5,0,1,1,1,0,37,0,0,0,8.28048302838006,1,1,0,0,1,2.883333333,1,1,2022
"KSSTID0170",6,1,1,1,1,0,37,0,0,0,8.28048302838006,1,1,0,0,1,2.383333333,1,1,2022
"KSSTID0171",1,0,0,0,0,1,31,7376.59,8.90620230599717,8.88623218450834,8.88623218450834,1,0,1,1,0,2.188888889,0,1,2021
"KSSTID0171",2,0,0,0,0,1,31,8463.14,9.04359369460401,8.90620230599717,8.88623218450834,1,0,1,1,0,2.633333333,0,1,2021
"KSSTID0171",3,0,0,0,0,1,31,7594.95,8.93537048949872,9.04359369460401,8.88623218450834,1,0,1,1,0,2.255555556,0,1,2022
"KSSTID0171",4,0,0,0,0,1,31,8993.73,9.10439412925819,8.93537048949872,8.88623218450834,1,0,1,1,0,2.288888889,0,1,2022
"KSSTID0171",5,0,0,0,0,1,31,8495.94,9.04746137766285,9.10439412925819,8.88623218450834,1,0,1,1,0,2.855555556,0,1,2022
"KSSTID0171",6,0,0,0,0,1,31,8687.52,9.06975789305297,9.04746137766285,8.88623218450834,1,0,1,1,0,2.333333333,1,1,2022
"KSSTID0172",1,1,1,0,1,0,45,15410.2,9.64284979679434,9.48059420104995,9.48059420104995,1,1,1,1,0,2.766666667,0,1,2021
"KSSTID0172",2,1,1,1,1,0,45,12099.85,9.40103097705145,9.64284979679434,9.48059420104995,1,1,1,1,0,2.933333333,0,1,2021
"KSSTID0172",3,0,1,1,1,0,45,15068.3,9.62041484064125,9.40103097705145,9.48059420104995,1,1,1,1,0,2.183333333,1,1,2022
"KSSTID0172",4,0,1,1,1,0,45,12252.95,9.41360361297697,9.62041484064125,9.48059420104995,1,1,1,1,0,2.216666667,1,1,2022
"KSSTID0172",5,0,1,1,1,0,45,16797.52,9.72904606627264,9.41360361297697,9.48059420104995,1,1,1,1,0,2.883333333,1,1,2022
"KSSTID0172",6,0,1,1,1,0,45,22158.8,10.0060351155497,9.72904606627264,9.48059420104995,1,1,1,1,0,2.383333333,1,1,2022
"KSSTID0173",1,0,0,0,1,1,42,7114.99,8.87009964350087,8.94729887824071,8.94729887824071,1,0,1,1,0,2.766666667,0,1,2021
"KSSTID0173",2,0,0,0,1,1,42,8675.13,9.06833085569804,8.87009964350087,8.94729887824071,1,0,1,1,0,2.933333333,0,1,2021
"KSSTID0173",3,0,0,0,1,1,42,7758.11,8.95662291587813,9.06833085569804,8.94729887824071,1,0,1,1,0,2.183333333,1,1,2022
"KSSTID0173",4,0,0,0,1,1,42,8413.48,9.03770931030082,8.95662291587813,8.94729887824071,1,0,1,1,0,2.216666667,0,1,2022
"KSSTID0173",5,0,0,0,1,1,42,10096.87,9.22007978949959,9.03770931030082,8.94729887824071,1,0,1,1,0,2.883333333,1,1,2022
"KSSTID0173",6,0,0,0,1,1,42,11109.39,9.31563598552791,9.22007978949959,8.94729887824071,1,0,1,1,0,2.383333333,1,1,2022
"KSSTID0174",1,1,0,0,1,1,41,4705.13,8.45662119321516,8.77524200385456,8.77524200385456,0,1,1,1,0,2.933333333,0,1,2021
"KSSTID0174",2,0,0,0,1,1,41,1090.5,6.99530817599,8.45662119321516,8.77524200385456,0,1,1,1,0,3.111111111,0,1,2021
"KSSTID0174",3,0,0,0,1,1,41,5710.39,8.65021770559959,6.99530817599,8.77524200385456,0,1,1,1,0,2.511111111,1,1,2022
"KSSTID0174",4,0,0,0,1,1,41,5565.25,8.62447685663591,8.65021770559959,8.77524200385456,0,1,1,1,0,2.4,1,1,2022
"KSSTID0174",5,1,0,0,1,1,41,4376.39,8.38420793534628,8.62447685663591,8.77524200385456,0,1,1,1,0,2.922222222,1,1,2022
"KSSTID0174",6,0,0,0,1,1,41,6955.46,8.84742600324743,8.38420793534628,8.77524200385456,0,1,1,1,0,2.422222222,1,1,2022
"KSSTID0175",1,1,0,0,1,1,46,0,0,0,0,1,1,0,0,1,5.066666667,0,1,2021
"KSSTID0175",2,1,0,0,1,1,46,0,0,0,0,1,1,0,0,1,4.633333333,1,1,2021
"KSSTID0175",3,1,0,0,1,1,46,0,0,0,0,1,1,0,0,1,3.366666667,1,1,2022
"KSSTID0175",4,0,0,0,1,1,46,0,0,0,0,1,1,0,0,1,2.966666667,1,1,2022
"KSSTID0175",5,0,0,1,1,1,46,0,0,0,0,1,1,0,0,1,3.333333333,1,1,2022
"KSSTID0175",6,0,0,1,1,1,46,0,0,0,0,1,1,0,0,1,2.866666667,1,1,2022
"KSSTID0176",1,0,1,0,1,1,36,0,0,6.08859125783871,6.08859125783871,1,0,0,0,0,3.4,0,0,2021
"KSSTID0176",2,0,1,0,1,1,36,0,0,0,6.08859125783871,1,0,0,0,1,3.333333333,0,0,2021
"KSSTID0176",3,0,1,0,1,1,36,0,0,0,6.08859125783871,1,0,0,0,1,2.466666667,1,0,2022
"KSSTID0176",4,0,1,0,1,1,36,0,0,0,6.08859125783871,1,0,0,0,1,2.4,0,0,2022
"KSSTID0176",5,1,1,0,1,1,36,0,0,0,6.08859125783871,1,0,0,0,1,2.9,1,0,2022
"KSSTID0176",6,0,1,0,1,1,36,0,0,0,6.08859125783871,1,0,0,0,1,2.333333333,1,0,2022
"KSSTID0177",1,0,1,0,1,1,58,0,0,8.59264197856137,8.59264197856137,1,0,0,1,0,3.066666667,0,0,2021
"KSSTID0177",2,0,1,1,1,1,58,783.16,6.66461308116124,0,8.59264197856137,1,0,0,0,1,3.15,0,0,2021
"KSSTID0177",3,0,1,1,1,1,58,2718.01,7.90802312244844,6.66461308116124,8.59264197856137,1,0,0,0,0,2.75,0,0,2022
"KSSTID0177",4,1,1,1,1,1,58,3144.62,8.05376628802012,7.90802312244844,8.59264197856137,1,0,0,0,0,2.416666667,1,0,2022
"KSSTID0177",5,1,1,1,1,1,58,2590.93,7.86015805093465,8.05376628802012,8.59264197856137,1,0,1,0,0,2.9,0,0,2022
"KSSTID0177",6,1,1,1,1,1,58,4097.94,8.31848368268069,7.86015805093465,8.59264197856137,1,0,1,1,0,2.483333333,1,0,2022
"KSSTID0178",1,1,1,0,0,0,35,0,0,7.35890095958228,7.35890095958228,0,1,1,0,0,5.333333333,0,0,2021
"KSSTID0178",2,1,1,1,0,0,35,0,0,0,7.35890095958228,0,1,1,1,1,4.8,0,0,2021
"KSSTID0178",3,1,1,1,0,0,35,0,0,0,7.35890095958228,0,1,1,1,1,3.833333333,1,1,2022
"KSSTID0178",4,1,1,1,0,0,35,0,0,0,7.35890095958228,0,1,1,1,1,3.133333333,1,1,2022
"KSSTID0178",5,1,1,1,0,0,35,0,0,0,7.35890095958228,0,1,1,1,1,3.666666667,1,1,2022
"KSSTID0178",6,1,1,1,0,0,35,0,0,0,7.35890095958228,0,1,1,1,1,3.2,1,1,2022
"KSSTID0179",1,1,1,0,1,0,31,0,0,0,0,1,0,0,0,1,3.766666667,1,1,2021
"KSSTID0179",2,1,1,1,1,0,31,3055.15,8.02491123285148,0,0,1,1,0,0,1,3.983333333,1,1,2021
"KSSTID0179",3,0,1,1,1,0,31,4364.28,8.38143761283724,8.02491123285148,0,1,0,0,0,0,2.933333333,1,1,2022
"KSSTID0179",4,1,1,1,1,0,31,596.64,6.39298856598288,8.38143761283724,0,1,0,0,0,0,2.95,1,1,2022
"KSSTID0179",5,0,1,1,1,0,31,9669.26,9.17681047536613,6.39298856598288,0,1,0,0,0,0,3.45,1,1,2022
"KSSTID0179",6,1,1,1,1,0,31,1105.47,7.00893004660661,9.17681047536613,0,1,1,0,0,0,2.833333333,1,1,2022
"KSSTID0180",1,0,0,0,1,0,27,0,0,7.48498081542109,7.48498081542109,1,0,0,0,0,3.344444444,0,0,2021
"KSSTID0180",2,0,0,0,1,0,27,2430.6,7.79630475587457,0,7.48498081542109,1,0,0,0,1,3.5,0,0,2021
"KSSTID0180",3,0,0,0,1,0,27,2206.2,7.69948002290308,7.79630475587457,7.48498081542109,1,0,0,0,0,2.733333333,1,0,2022
"KSSTID0180",4,1,0,0,1,0,27,0,0,7.69948002290308,7.48498081542109,1,0,0,0,0,2.633333333,0,0,2022
"KSSTID0180",5,0,0,0,1,0,27,0,0,0,7.48498081542109,1,0,0,1,1,3.3,0,0,2022
"KSSTID0180",6,0,0,0,1,0,27,0,0,0,7.48498081542109,1,0,1,0,1,2.677777778,0,0,2022
"KSSTID0181",1,0,0,0,1,1,28,4754.28,8.46701085862962,8.42900002547997,8.42900002547997,0,0,0,0,0,3.533333333,0,1,2021
"KSSTID0181",2,1,0,0,1,1,28,3484.56,8.15638399895129,8.46701085862962,8.42900002547997,0,0,0,0,0,3.533333333,0,1,2021
"KSSTID0181",3,0,0,0,1,1,28,4595.15,8.43297427551179,8.15638399895129,8.42900002547997,0,0,1,0,0,3.066666667,1,1,2022
"KSSTID0181",4,0,0,0,1,1,28,5265.19,8.56906241992189,8.43297427551179,8.42900002547997,0,0,1,1,0,2.7,1,1,2022
"KSSTID0181",5,1,0,0,1,1,28,674.18,6.51497932198996,8.56906241992189,8.42900002547997,0,0,0,1,0,3.166666667,0,1,2022
"KSSTID0181",6,0,0,0,1,1,28,3040.94,8.02025074875884,6.51497932198996,8.42900002547997,0,0,1,0,0,2.8,0,1,2022
"KSSTID0182",1,0,0,0,1,0,44,0,0,0,0,1,0,0,0,1,2.333333333,1,1,2021
"KSSTID0182",2,1,0,0,1,0,44,0,0,0,0,1,0,0,0,1,2.633333333,1,1,2021
"KSSTID0182",3,1,0,0,1,0,44,0,0,0,0,1,0,0,0,1,1.933333333,1,1,2022
"KSSTID0182",4,1,0,0,1,0,44,0,0,0,0,1,0,0,0,1,2.033333333,1,1,2022
"KSSTID0182",5,1,0,0,1,0,44,0,0,0,0,1,0,0,0,1,3.1,1,1,2022
"KSSTID0182",6,1,0,0,1,0,44,0,0,0,0,1,0,0,0,1,2.2,1,1,2022
"KSSTID0183",1,0,1,0,1,1,41,1536.28,7.33776990001151,0,0,1,0,0,0,1,3.45,1,0,2021
"KSSTID0183",2,0,1,0,1,1,41,2230.33,7.71035309922693,7.33776990001151,0,1,0,0,0,0,3.533333333,1,0,2021
"KSSTID0183",3,0,1,0,1,1,41,3210.24,8.07441243436708,7.71035309922693,0,1,0,0,0,0,2.8,1,0,2022
"KSSTID0183",4,0,1,0,1,1,41,2780.89,7.93088583180231,8.07441243436708,0,1,0,0,0,0,2.616666667,1,0,2022
"KSSTID0183",5,0,1,0,1,1,41,3067.83,8.02905166044947,7.93088583180231,0,1,0,0,0,0,3.266666667,1,0,2022
"KSSTID0183",6,0,1,0,1,1,41,3094.81,8.03780486331739,8.02905166044947,0,1,0,0,0,0,2.616666667,1,0,2022
"KSSTID0184",1,0,0,0,1,0,30,14310.54,9.56882148381121,9.28447798654771,9.28447798654771,1,0,1,1,0,2.766666667,1,1,2021
"KSSTID0184",2,0,0,0,1,0,30,16917.25,9.7361481999152,9.56882148381121,9.28447798654771,1,0,1,1,0,2.933333333,1,1,2021
"KSSTID0184",3,0,0,0,1,0,30,16993.93,9.74067034326325,9.7361481999152,9.28447798654771,1,0,1,1,0,2.183333333,1,1,2022
"KSSTID0184",4,0,0,0,1,0,30,19767.74,9.89185718120495,9.74067034326325,9.28447798654771,1,0,1,1,0,2.216666667,1,1,2022
"KSSTID0184",5,0,0,0,1,0,30,20263.61,9.91663129387352,9.89185718120495,9.28447798654771,1,0,1,1,0,2.883333333,1,1,2022
"KSSTID0184",6,0,0,0,1,0,30,23320.23,10.0571193834989,9.91663129387352,9.28447798654771,1,0,1,1,0,2.383333333,1,1,2022
"KSSTID0185",1,1,1,0,1,1,59,7091.02,8.86672548726908,8.35358661181795,8.35358661181795,1,1,0,1,0,2.188888889,1,0,2021
"KSSTID0185",2,0,1,1,1,1,59,2996.67,8.00559059922177,8.86672548726908,8.35358661181795,1,0,1,0,0,2.633333333,1,0,2021
"KSSTID0185",3,0,1,1,1,1,59,7960.33,8.98235135030835,8.00559059922177,8.35358661181795,1,0,1,1,0,2.255555556,1,0,2022
"KSSTID0185",4,0,1,1,1,1,59,5370.88,8.58893321934449,8.98235135030835,8.35358661181795,1,0,0,1,0,2.288888889,1,0,2022
"KSSTID0185",5,1,1,1,1,1,59,0,0,8.58893321934449,8.35358661181795,1,1,0,0,0,2.855555556,1,0,2022
"KSSTID0185",6,1,1,1,1,1,59,0,0,0,8.35358661181795,1,1,0,0,1,2.333333333,1,0,2022
"KSSTID0186",1,0,1,0,1,1,57,3719.75,8.22168053984927,5.06915574290826,5.06915574290826,1,0,0,0,0,2.216666667,0,0,2021
"KSSTID0186",2,0,1,1,1,1,57,1157.17,7.05459645219409,8.22168053984927,5.06915574290826,1,0,0,0,0,1.583333333,0,0,2021
"KSSTID0186",3,1,1,1,1,1,57,3219,8.07713663853845,7.05459645219409,5.06915574290826,1,0,1,0,0,2.05,0,0,2022
"KSSTID0186",4,1,1,1,1,1,57,6171.78,8.72790458268542,8.07713663853845,5.06915574290826,1,0,1,1,0,2.116666667,0,0,2022
"KSSTID0186",5,0,1,1,1,1,57,1033.81,6.94197311396831,8.72790458268542,5.06915574290826,1,0,1,1,0,2.6,1,0,2022
"KSSTID0186",6,0,1,1,1,1,57,4046.25,8.30579291712161,6.94197311396831,5.06915574290826,1,0,0,1,0,2.283333333,0,0,2022
"KSSTID0187",1,0,0,0,1,0,44,0,0,0,0,0,0,0,0,1,2.216666667,0,0,2021
"KSSTID0187",2,0,0,0,1,0,44,0,0,0,0,0,0,0,0,1,3,1,1,2022
"KSSTID0187",3,0,0,0,1,0,44,0,0,0,0,0,0,0,0,1,2.666666667,1,1,2022
"KSSTID0187",4,0,0,0,1,0,44,0,0,0,0,0,0,0,0,1,2.583333333,1,1,2022
"KSSTID0187",5,0,0,0,1,0,44,0,0,0,0,0,0,0,0,1,3.383333333,1,1,2023
"KSSTID0187",6,0,0,0,1,0,44,0,0,0,0,0,0,1,0,1,2.95,1,1,2023
"KSSTID0188",1,0,0,0,1,0,39,0,0,0,0,1,0,0,0,1,2.766666667,1,1,2021
"KSSTID0188",2,0,0,0,1,0,39,0,0,0,0,1,0,0,0,1,1.833333333,1,1,2021
"KSSTID0188",3,0,0,0,1,0,39,0,0,0,0,1,0,0,0,1,2.183333333,1,1,2022
"KSSTID0188",4,0,0,0,1,0,39,0,0,0,0,1,0,1,0,1,2.216666667,1,1,2022
"KSSTID0188",5,0,0,0,1,0,39,0,0,0,0,1,0,0,1,1,2.883333333,1,1,2022
"KSSTID0188",6,0,0,0,1,0,39,0,0,0,0,1,0,0,0,1,2.383333333,1,1,2022
"KSSTID0189",1,0,1,0,1,1,41,4755.74,8.46731783864259,8.91746349653619,8.91746349653619,1,0,1,1,0,3.2,0,1,2021
"KSSTID0189",2,0,1,1,1,1,41,13647.95,9.52141787457745,8.46731783864259,8.91746349653619,1,0,1,1,0,2.216666667,1,1,2021
"KSSTID0189",3,0,1,1,1,1,41,14076.91,9.5523621811941,9.52141787457745,8.91746349653619,1,0,1,1,0,3,1,1,2022
"KSSTID0189",4,0,1,1,1,1,41,14076.91,9.5523621811941,9.5523621811941,8.91746349653619,1,0,1,1,0,2.666666667,1,1,2022
"KSSTID0189",5,0,1,1,1,1,41,16323.08,9.70039659727331,9.5523621811941,8.91746349653619,1,0,1,1,0,3.083333333,1,1,2022
"KSSTID0189",6,0,1,1,1,1,41,16397.57,9.70494941488862,9.70039659727331,8.91746349653619,1,0,1,1,0,2.583333333,1,1,2022
"KSSTID0190",1,0,0,0,0,1,38,7255.67,8.8896763249081,8.92243560806383,8.92243560806383,1,0,1,1,0,3.4,0,1,2021
"KSSTID0190",2,0,0,0,0,1,38,10116.06,9.22197838680015,8.8896763249081,8.92243560806383,1,0,1,1,0,2,0,1,2021
"KSSTID0190",3,0,0,0,0,1,38,20190.61,9.91302245057438,9.22197838680015,8.92243560806383,1,0,1,1,0,2.466666667,1,1,2022
"KSSTID0190",4,0,0,0,0,1,38,26513.88,10.1854613638208,9.91302245057438,8.92243560806383,1,0,1,1,0,2.4,1,1,2022
"KSSTID0190",5,0,0,0,0,1,38,26378.75,10.18035194935,10.1854613638208,8.92243560806383,1,0,1,1,0,2.9,1,1,2022
"KSSTID0190",6,0,0,0,0,1,38,26907.5,10.2001975008073,10.18035194935,8.92243560806383,1,0,1,1,0,2.333333333,1,1,2022
"KSSTID0191",1,1,0,0,1,1,52,3222.55,8.07823851572081,8.84472270366405,8.84472270366405,1,1,0,1,0,3.4,1,0,2021
"KSSTID0191",2,1,0,0,1,1,52,2313.04,7.74675019368892,8.07823851572081,8.84472270366405,1,1,0,0,0,2.366666667,1,0,2021
"KSSTID0191",3,1,0,0,1,1,52,7186.88,8.88015155327328,7.74675019368892,8.84472270366405,1,1,1,0,0,2.816666667,1,0,2022
"KSSTID0191",4,1,0,0,1,1,52,8622.26,9.06221848241705,8.88015155327328,8.84472270366405,1,1,1,1,0,2.5,1,0,2022
"KSSTID0191",5,1,0,0,1,1,52,9868.63,9.1972176443895,9.06221848241705,8.84472270366405,1,1,1,1,0,2.916666667,1,0,2022
"KSSTID0191",6,0,0,0,1,1,52,4813.28,8.47934178034082,9.1972176443895,8.84472270366405,1,1,0,1,0,2.55,1,0,2022
"KSSTID0192",1,1,1,0,1,0,59,8120.98,9.00232924579554,8.84168682734928,8.84168682734928,1,0,1,1,0,3.344444444,0,0,2021
"KSSTID0192",2,0,1,1,1,0,59,0,0,9.00232924579554,8.84168682734928,1,0,1,1,0,2.188888889,0,0,2021
"KSSTID0192",3,0,1,1,1,0,59,7718.38,8.9514893289129,0,8.84168682734928,1,1,1,1,1,2.733333333,1,1,2022
"KSSTID0192",4,1,1,1,1,0,59,7836.66,8.96669559940585,8.9514893289129,8.84168682734928,1,0,1,1,0,2.633333333,1,1,2022
"KSSTID0192",5,0,1,1,1,0,59,9159.36,9.12264075820594,8.96669559940585,8.84168682734928,1,0,1,1,0,3.3,1,1,2022
"KSSTID0192",6,0,1,1,1,0,59,9709.11,9.18092288974849,9.12264075820594,8.84168682734928,1,0,1,1,0,2.677777778,1,1,2022
"KSSTID0193",1,1,1,0,0,1,41,1739.16,7.46173234200405,7.61000589722898,7.61000589722898,1,0,1,0,0,5.066666667,0,1,2021
"KSSTID0193",2,1,1,1,0,1,41,0,0,7.46173234200405,7.61000589722898,1,0,1,1,0,3.066666667,0,1,2021
"KSSTID0193",3,0,1,1,0,1,41,0,0,0,7.61000589722898,1,0,1,1,1,3.366666667,0,1,2022
"KSSTID0193",4,1,1,1,0,1,41,0,0,0,7.61000589722898,1,0,1,1,1,2.966666667,1,1,2022
"KSSTID0193",5,1,1,1,0,1,41,0,0,0,7.61000589722898,1,0,1,1,1,3.333333333,1,1,2022
"KSSTID0193",6,1,1,1,0,1,41,0,0,0,7.61000589722898,1,0,1,1,1,2.866666667,1,1,2022
"KSSTID0194",1,0,0,0,1,0,42,3423.78,8.13879251505662,0,0,1,0,0,0,1,3.066666667,1,0,2021
"KSSTID0194",2,1,0,0,1,0,42,154.53,5.04683863905647,8.13879251505662,0,1,0,0,0,0,3.366666667,1,1,2022
"KSSTID0194",3,0,0,0,1,0,42,0,0,5.04683863905647,0,1,0,0,0,0,2.966666667,1,1,2022
"KSSTID0194",4,0,0,0,1,0,42,2260.19,7.72364650236079,0,0,1,0,1,1,1,2.866666667,1,1,2022
"KSSTID0194",5,0,0,0,1,0,42,0,0,7.72364650236079,0,1,0,0,1,0,3.266666667,1,1,2023
"KSSTID0194",6,1,0,0,1,0,42,0,0,0,0,1,0,0,0,1,3.033333333,1,1,2023
"KSSTID0195",1,1,1,0,0,1,29,4090.86,8.31675491338751,7.65968067191089,7.65968067191089,0,1,1,0,0,5.066666667,0,1,2021
"KSSTID0195",2,1,1,1,0,1,29,1800.5,7.49637493018815,8.31675491338751,7.65968067191089,0,1,0,1,0,3.066666667,0,1,2021
"KSSTID0195",3,1,1,1,0,1,29,1481.9,7.30175490898102,7.49637493018815,7.65968067191089,0,1,0,0,0,3.366666667,0,1,2022
"KSSTID0195",4,0,1,1,0,1,29,5005.79,8.51855027016818,7.30175490898102,7.65968067191089,0,1,1,0,0,2.966666667,0,1,2022
"KSSTID0195",5,1,1,1,0,1,29,4167.11,8.33521797463965,8.51855027016818,7.65968067191089,0,1,1,1,0,3.333333333,0,1,2022
"KSSTID0195",6,1,1,1,0,1,29,5311.84,8.57788181118476,8.33521797463965,7.65968067191089,0,1,0,1,0,2.866666667,1,1,2022
"KSSTID0196",1,1,1,0,1,0,55,12264.67,9.41455958218795,9.30550872354154,9.30550872354154,0,1,1,1,0,3.4,1,0,2021
"KSSTID0196",2,0,1,1,1,0,55,18109.04,9.80422175959948,9.41455958218795,9.30550872354154,0,1,1,1,0,2,1,0,2021
"KSSTID0196",3,0,1,1,1,0,55,12061.3,9.39784016519891,9.80422175959948,9.30550872354154,0,1,1,1,0,2.466666667,1,0,2022
"KSSTID0196",4,0,1,1,1,0,55,15162.04,9.62661616679786,9.39784016519891,9.30550872354154,0,1,1,1,0,2.4,1,0,2022
"KSSTID0196",5,0,1,1,1,0,55,14157.53,9.55807254829939,9.62661616679786,9.30550872354154,0,1,1,1,0,2.9,1,0,2022
"KSSTID0196",6,0,1,1,1,0,55,11811.47,9.37691103211623,9.55807254829939,9.30550872354154,0,1,1,1,0,2.333333333,1,0,2022
"KSSTID0197",1,0,1,0,1,1,41,16048.06,9.68340555986486,9.87424307089069,9.87424307089069,1,0,1,1,0,3.233333333,1,1,2021
"KSSTID0197",2,0,1,1,1,1,41,16924.24,9.73656127788673,9.68340555986486,9.87424307089069,1,0,1,1,0,2.1,1,1,2021
"KSSTID0197",3,0,1,1,1,1,41,16378.15,9.7037644635087,9.73656127788673,9.87424307089069,1,0,1,1,0,2.866666667,1,1,2022
"KSSTID0197",4,0,1,1,1,1,41,16718.7,9.72434294389399,9.7037644635087,9.87424307089069,1,0,1,1,0,2.466666667,1,1,2022
"KSSTID0197",5,0,1,1,1,1,41,16718.7,9.72434294389399,9.72434294389399,9.87424307089069,1,0,1,1,0,2.766666667,1,1,2022
"KSSTID0197",6,0,1,1,1,1,41,17652.04,9.77866328549053,9.72434294389399,9.87424307089069,1,0,1,1,0,2.466666667,1,1,2022
"KSSTID0198",1,1,0,0,1,0,29,11998.74,9.39264026186875,9.47231071271206,9.47231071271206,1,1,1,1,0,5.066666667,0,1,2021
"KSSTID0198",2,1,0,0,1,0,29,14114.7,9.55504293208987,9.39264026186875,9.47231071271206,1,1,1,1,0,3.066666667,0,1,2021
"KSSTID0198",3,0,0,0,1,0,29,11714.65,9.36868083382437,9.55504293208987,9.47231071271206,1,1,1,1,0,3.366666667,1,1,2022
"KSSTID0198",4,0,0,0,1,0,29,11825.05,9.3780600043441,9.36868083382437,9.47231071271206,1,1,1,1,0,2.966666667,1,1,2022
"KSSTID0198",5,0,0,0,1,0,29,13145.16,9.48388497975204,9.3780600043441,9.47231071271206,1,1,1,1,0,3.333333333,1,1,2022
"KSSTID0198",6,0,0,0,1,0,29,11740.42,9.37087804007115,9.48388497975204,9.47231071271206,1,1,1,1,0,2.866666667,1,1,2022
"KSSTID0199",1,0,0,0,1,0,58,34554.03,10.4503084047063,10.6812938456797,10.6812938456797,1,0,1,1,0,2.533333333,0,0,2021
"KSSTID0199",2,0,0,0,1,0,58,63132.89,11.053012988345,10.4503084047063,10.6812938456797,1,0,1,1,0,1.7,0,0,2021
"KSSTID0199",3,0,0,0,1,0,58,39542.99,10.5851690021039,11.053012988345,10.6812938456797,1,0,1,1,0,1.933333333,1,0,2022
"KSSTID0199",4,0,0,0,1,0,58,35603.01,10.4802135509461,10.5851690021039,10.6812938456797,1,0,1,1,0,2.066666667,1,0,2022
"KSSTID0199",5,0,0,0,1,0,58,35603.01,10.4802135509461,10.4802135509461,10.6812938456797,1,0,1,1,0,2.533333333,1,0,2022
"KSSTID0199",6,0,0,0,1,0,58,86284.82,11.3654205530265,10.4802135509461,10.6812938456797,1,0,1,1,0,2.033333333,1,0,2022
"KSSTID0200",1,0,1,0,0,0,34,10972.99,9.30328320637375,9.28395879574922,9.28395879574922,0,0,1,1,0,5.066666667,1,0,2021
"KSSTID0200",2,0,1,1,0,0,34,14989.97,9.61520329880959,9.30328320637375,9.28395879574922,0,0,1,1,0,3.066666667,1,0,2021
"KSSTID0200",3,0,1,1,0,0,34,9972.88,9.20772495475236,9.61520329880959,9.28395879574922,0,0,1,1,0,3.366666667,1,0,2022
